amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'H.R..5010', u'bill_id': u'h.r.5010-107', u'latest_action': None}",Senate,107,2002-10-16,"Conference Report H.R. 5010; Department of Defense Appropriations Act, 2003",W000288,Yes,On the Conference Report,Agreed to,239,2,14:32:00,"{u'not_voting': 6, u'yes': 93, u'present': 0, u'no': 1}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/239.json,h.r.5010,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R..3295', u'bill_id': u'h.r.3295-107', u'latest_action': None}",Senate,107,2002-10-16,H.R. 3295 Conference Report; Help America Vote Act of 2002,W000288,Yes,On the Conference Report,Agreed to,238,2,12:07:00,"{u'not_voting': 6, u'yes': 92, u'present': 0, u'no': 2}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/238.json,h.r.3295,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.J.Res..114', u'bill_id': u'h.j.res.114-107', u'latest_action': None}",Senate,107,2002-10-11,H.J.Res. 114; Authorization for Use of Military Force Against Iraq Resolution of 2002,W000288,No,On the Joint Resolution,Agreed to,237,2,00:50:00,"{u'not_voting': 0, u'yes': 77, u'present': 0, u'no': 23}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/237.json,h.j.res.114,NA,NA
{u'number': u'S.Amdt. 4865'},"{u'api_uri': None, u'title': None, u'number': u'S.J.Res..45', u'bill_id': u's.j.res.45-107', u'latest_action': None}",Senate,107,2002-10-10,Durbin Amdt. No. 4865; To amend the authorization for the use of the Armed Forces to cover an imminent threat posed by Iraq&#39;s weapons of mass destruction rather than the ...,W000288,Yes,On the Amendment ,Rejected,236,2,16:48:00,"{u'not_voting': 0, u'yes': 30, u'present': 0, u'no': 70}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/236.json,s.j.res.45,NA,NA
{u'number': u'S.Amdt. 4862'},"{u'api_uri': None, u'title': None, u'number': u'S.J.Res..45', u'bill_id': u's.j.res.45-107', u'latest_action': None}",Senate,107,2002-10-10,"Levin Amdt. No. 4862; To authorize the use of the United States Armed Forces, pursuant to a new resolution of the United Nations Security Council, to destroy, remove, or render ...",W000288,Yes,On the Amendment ,Rejected,235,2,15:08:00,"{u'not_voting': 1, u'yes': 24, u'present': 0, u'no': 75}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/235.json,s.j.res.45,NA,NA
{u'number': u'S.Amdt. 4868'},"{u'api_uri': None, u'title': None, u'number': u'S.J.Res..45', u'bill_id': u's.j.res.45-107', u'latest_action': None}",Senate,107,2002-10-10,Byrd Amdt. No. 4868; To provide statutory construction that constitutional authorities remain unaffected and that no additional grant of authority is made to the President not directly related to the ...,W000288,Yes,On the Amendment ,Rejected,234,2,12:50:00,"{u'not_voting': 0, u'yes': 14, u'present': 0, u'no': 86}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/234.json,s.j.res.45,NA,NA
{u'number': u'S.Amdt. 4856'},"{u'api_uri': None, u'title': None, u'number': u'S.J.Res..45', u'bill_id': u's.j.res.45-107', u'latest_action': None}",Senate,107,2002-10-10,Motion to Invoke Cloture on the Lieberman Amdt. No. 4856; In the nature of a substitute.,W000288,No,On the Cloture Motion ,Agreed to,233,2,11:12:00,"{u'not_voting': 0, u'yes': 75, u'present': 0, u'no': 25}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/233.json,s.j.res.45,NA,NA
{u'number': u'S.Amdt. 4869'},"{u'api_uri': None, u'title': None, u'number': u'S.J.Res..45', u'bill_id': u's.j.res.45-107', u'latest_action': None}",Senate,107,2002-10-10,"Byrd Amdt. No. 4869, As Amended; To provide a termination date for the authorization of the use of the Armed Forces of the United States, together with procedures for the ...",W000288,Yes,On the Amendment ,Rejected,232,2,09:43:00,"{u'not_voting': 3, u'yes': 31, u'present': 0, u'no': 66}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/232.json,s.j.res.45,NA,NA
{u'number': u'S.Amdt. 4857'},"{u'api_uri': None, u'title': None, u'number': u'S.J.Res..45', u'bill_id': u's.j.res.45-107', u'latest_action': None}",Senate,107,2002-10-09,Motion to Table Graham Amdt. No. 4857; To provide substitute language that includes an authorization for the use of the United States Armed Forces to defend the national security of ...,W000288,Yes,On the Motion to Table ,Agreed to,231,2,13:51:00,"{u'not_voting': 2, u'yes': 88, u'present': 0, u'no': 10}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/231.json,s.j.res.45,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'S.J.Res..45', u'bill_id': u's.j.res.45-107', u'latest_action': None}",Senate,107,2002-10-03,Motion to Invoke Cloture on the Motion to Proceed to Consider S.J.Res. 45; Further Resolution on Iraq,W000288,Yes,On the Cloture Motion,Agreed to,230,2,16:17:00,"{u'not_voting': 4, u'yes': 95, u'present': 0, u'no': 1}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/230.json,s.j.res.45,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R..2215', u'bill_id': u'h.r.2215-107', u'latest_action': None}",Senate,107,2002-10-03,Motion to Invoke Cloture on the Conference Report To Accompany H.R. 2215; 21st Century Department of Justice Appropriations Authorization Act,W000288,Yes,On the Cloture Motion,Agreed to,229,2,12:12:00,"{u'not_voting': 2, u'yes': 93, u'present': 0, u'no': 5}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/229.json,h.r.2215,NA,NA
{u'number': u'S.Amdt. 4738'},"{u'api_uri': None, u'title': None, u'number': u'H.R..5005', u'bill_id': u'h.r.5005-107', u'latest_action': None}",Senate,107,2002-10-01,Motion to Invoke Cloture on the Gramm Amdt. No. 4738; To prevent terrorist attacks within the United States.,W000288,Yes,On the Cloture Motion ,Rejected,228,2,12:22:00,"{u'not_voting': 3, u'yes': 45, u'present': 0, u'no': 52}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/228.json,h.r.5005,NA,NA
{u'number': u'S.Amdt. 4738'},"{u'api_uri': None, u'title': None, u'number': u'H.R..5005', u'bill_id': u'h.r.5005-107', u'latest_action': None}",Senate,107,2002-09-26,Motion to Invoke Cloture on the Gramm Amdt. No. 4738; To prevent terrorist attacks within the United States.,W000288,Yes,On the Cloture Motion ,Rejected,227,2,17:31:00,"{u'not_voting': 3, u'yes': 44, u'present': 0, u'no': 53}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/227.json,h.r.5005,NA,NA
{u'number': u'S.Amdt. 4471'},"{u'api_uri': None, u'title': None, u'number': u'H.R..5005', u'bill_id': u'h.r.5005-107', u'latest_action': None}",Senate,107,2002-09-26,"Motion to Invoke Cloture on the Lieberman Amdt. No. 4471, Upon Reconsideration.; To provide a substitute.",W000288,Yes,On the Cloture Motion ,Rejected,226,2,15:47:00,"{u'not_voting': 1, u'yes': 50, u'present': 0, u'no': 49}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/226.json,h.r.5005,NA,NA
{u'number': u'S.Amdt. 4471'},"{u'api_uri': None, u'title': None, u'number': u'H.R..5005', u'bill_id': u'h.r.5005-107', u'latest_action': None}",Senate,107,2002-09-25,"Motion to Invoke Cloture on the Lieberman Amdt. No. 4471, as amended; To provide a substitute.",W000288,Yes,On the Cloture Motion ,Rejected,225,2,11:04:00,"{u'not_voting': 2, u'yes': 49, u'present': 0, u'no': 49}",https://api.propublica.org/congress/v1/107/senate/sessions/2/votes/225.json,h.r.5005,NA,NA
