amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'District of Columbia Pain-Capable Unborn Child Protection Act', u'number': u'H R 3803', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr3803.json', u'latest_action': u'Failed of passage/not agreed to in House. Status: On motion to suspend the rules and pass the bill, as amended Failed by the Yeas and Nays: (2/3 required): 220 - 154, 2 Present (Roll no. 539).', u'sponsor_id': u'F000448', u'bill_id': u'hr3803-112'}",House,112,2012-07-31,District of Columbia Pain-Capable Unborn Child Protection Act,D000603,Yes,"On Motion to Suspend the Rules and Pass, as Amended",Failed,539,2,19:20:00,"{u'not_voting': 55, u'yes': 220, u'present': 2, u'no': 154}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/539.json,hr3803,F000448,https://api.propublica.org/congress/v1/112/bills/hr3803.json
{},"{u'title': u'Federal Employee Tax Accountability Act of 2012', u'number': u'H R 828', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr828.json', u'latest_action': u'Referred to Senate committee. Status: Received in the Senate and Read twice and referred to the Committee on Homeland Security and Governmental Affairs.', u'sponsor_id': u'C001076', u'bill_id': u'hr828-112'}",House,112,2012-07-31,Federal Employee Tax Accountability Act of 2011 ,D000603,Yes,"On Motion to Suspend the Rules and Pass, as Amended",Passed,538,2,19:13:00,"{u'not_voting': 54, u'yes': 263, u'present': 0, u'no': 114}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/538.json,hr828,C001076,https://api.propublica.org/congress/v1/112/bills/hr828.json
{},"{u'title': u'Presidential Appointment Efficiency and Streamlining Act of 2011', u'number': u'S 679', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/s679.json', u'latest_action': u'Became Public Law No: 112-166', u'sponsor_id': u'S000148', u'bill_id': u's679-112'}",House,112,2012-07-31,Presidential Appointment Efficiency and Streamlining Act of 2011 ,D000603,Yes,On Motion to Suspend the Rules and Pass,Passed,537,2,19:06:00,"{u'not_voting': 54, u'yes': 261, u'present': 0, u'no': 116}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/537.json,s679,S000148,https://api.propublica.org/congress/v1/112/bills/s679.json
{},"{u'title': u'Red Tape Reduction and Small Business Job Creation Act', u'number': u'H R 4078', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4078.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.', u'sponsor_id': u'G000567', u'bill_id': u'hr4078-112'}",House,112,2012-07-26,Red Tape Reduction and Small Business Job Creation Act,D000603,Yes,On Passage,Passed,536,2,12:50:00,"{u'not_voting': 14, u'yes': 245, u'present': 0, u'no': 172}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/536.json,hr4078,G000567,https://api.propublica.org/congress/v1/112/bills/hr4078.json
{},"{u'title': u'Red Tape Reduction and Small Business Job Creation Act', u'number': u'H R 4078', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4078.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.', u'sponsor_id': u'G000567', u'bill_id': u'hr4078-112'}",House,112,2012-07-26,Red Tape Reduction and Small Business Job Creation Act,D000603,No,On Motion to Recommit with Instructions,Failed,535,2,12:42:00,"{u'not_voting': 16, u'yes': 181, u'present': 0, u'no': 234}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/535.json,hr4078,G000567,https://api.propublica.org/congress/v1/112/bills/hr4078.json
{},"{u'title': u'Red Tape Reduction and Small Business Job Creation Act', u'number': u'H R 4078', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4078.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.', u'sponsor_id': u'G000567', u'bill_id': u'hr4078-112'}",House,112,2012-07-26,Red Tape Reduction and Small Business Job Creation Act,D000603,Yes,On Agreeing to the Amendment,Agreed to,534,2,12:12:00,"{u'not_voting': 15, u'yes': 251, u'present': 0, u'no': 165}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/534.json,hr4078,G000567,https://api.propublica.org/congress/v1/112/bills/hr4078.json
{},"{u'title': u'Red Tape Reduction and Small Business Job Creation Act', u'number': u'H R 4078', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4078.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.', u'sponsor_id': u'G000567', u'bill_id': u'hr4078-112'}",House,112,2012-07-26,Red Tape Reduction and Small Business Job Creation Act,D000603,No,On Agreeing to the Amendment,Failed,533,2,12:08:00,"{u'not_voting': 15, u'yes': 173, u'present': 0, u'no': 243}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/533.json,hr4078,G000567,https://api.propublica.org/congress/v1/112/bills/hr4078.json
{},"{u'title': u'Red Tape Reduction and Small Business Job Creation Act', u'number': u'H R 4078', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4078.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.', u'sponsor_id': u'G000567', u'bill_id': u'hr4078-112'}",House,112,2012-07-26,Red Tape Reduction and Small Business Job Creation Act,D000603,Yes,On Agreeing to the Amendment,Agreed to,532,2,12:04:00,"{u'not_voting': 15, u'yes': 245, u'present': 0, u'no': 171}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/532.json,hr4078,G000567,https://api.propublica.org/congress/v1/112/bills/hr4078.json
{},"{u'title': u'Red Tape Reduction and Small Business Job Creation Act', u'number': u'H R 4078', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4078.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.', u'sponsor_id': u'G000567', u'bill_id': u'hr4078-112'}",House,112,2012-07-26,Red Tape Reduction and Small Business Job Creation Act,D000603,Yes,On Agreeing to the Amendment,Agreed to,531,2,12:01:00,"{u'not_voting': 14, u'yes': 251, u'present': 0, u'no': 166}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/531.json,hr4078,G000567,https://api.propublica.org/congress/v1/112/bills/hr4078.json
{},"{u'title': u'Red Tape Reduction and Small Business Job Creation Act', u'number': u'H R 4078', u'bill_uri': u'https://api.propublica.org/congress/v1/112/bills/hr4078.json', u'latest_action': u'Read the second time. Placed on Senate Legislative Calendar under General Orders. Calendar No. 477.', u'sponsor_id': u'G000567', u'bill_id': u'hr4078-112'}",House,112,2012-07-26,Red Tape Reduction and Small Business Job Creation Act,D000603,No,On Agreeing to the Amendment,Failed,530,2,11:58:00,"{u'not_voting': 13, u'yes': 171, u'present': 0, u'no': 247}",https://api.propublica.org/congress/v1/112/house/sessions/2/votes/530.json,hr4078,G000567,https://api.propublica.org/congress/v1/112/bills/hr4078.json
