api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000031.json,,,,1927-01-13,,,,,Brockman,,400692,10700,A000031,,False,Adams,,S180,,3,0.55,,ocd-division/country:us/state:wa,,D,,,3,5,Sen.,WA,,"Senator, 3rd Class",1,550,,,89.95,,,102
https://api.propublica.org/congress/v1/members/A000069.json,,,8704,1924-09-11,,,,,Daniel,/m/01rbrq,300001,14400,A000069,,False,Akaka,,S213,K.,4,0.73,,ocd-division/country:us/state:hi,,D,,,1,3,Sen.,HI,,"Senator, 1st Class",0,550,SenatorAkaka,,88.83,,senatorakaka,102
https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,/m/01rcm2,300005,14203,B000243,,False,Baucus,,S127,,3,0.55,,ocd-division/country:us/state:mt,,D,,,2,13,Sen.,MT,,"Senator, 2nd Class",0,550,,http://www.baucus.senate.gov,86.11,,SenatorBaucus,102
https://api.propublica.org/congress/v1/members/B000401.json,,,,1921-02-11,,,,,Lloyd,,401391,660,B000401,,False,Bentsen,,S009,Millard,30,5.45,,ocd-division/country:us/state:tx,,D,,,1,21,Sen.,TX,,"Senator, 1st Class",0,550,,,81.15,,,102
https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,,300008,14101,B000444,,False,Biden Jr.,,S010,R.,21,3.82,,ocd-division/country:us/state:de,,D,,,2,19,Sen.,DE,,"Senator, 2nd Class",0,550,,,88.09,,,102
https://api.propublica.org/congress/v1/members/B000468.json,,,590,1943-10-03,,,,,Jeff,/m/01xck2,300009,15101,B000468,,False,Bingaman,,S167,,23,4.18,,ocd-division/country:us/state:nm,,D,,,1,9,Sen.,NM,,"Senator, 1st Class",0,550,jeffbingaman,,81.97,,SenJeffBingaman,102
https://api.propublica.org/congress/v1/members/B000611.json,,,2360,1939-03-06,,,,,Christopher,/m/01_6h2,300010,15500,B000611,,False,Bond,,S200,S.,34,6.18,,ocd-division/country:us/state:mo,,R,,,3,5,Sen.,MO,,"Senator, 3rd Class",0,550,,,85.85,,CSBondMO,102
https://api.propublica.org/congress/v1/members/B000639.json,,,,1941-04-21,,,,,David,,401604,14700,B000639,,False,Boren,,S128,Lyle,31,5.64,,ocd-division/country:us/state:ok,,D,,,2,13,Sen.,OK,,"Senator, 2nd Class",0,550,,,76.69,,,102
https://api.propublica.org/congress/v1/members/B001225.json,,,,1943-07-28,,,,,William,,401709,14702,B001225,,False,Bradley,,S132,Warren,39,7.09,,ocd-division/country:us/state:nj,,D,,,2,13,Sen.,NJ,,"Senator, 2nd Class",1,550,,,83.76,,,102
https://api.propublica.org/congress/v1/members/B000780.json,,,,1944-03-01,,,,,John,,300012,13056,B000780,,False,Breaux,,S179,B.,20,3.64,,ocd-division/country:us/state:la,,D,,,3,5,Sen.,LA,,"Senator, 3rd Class",1,550,,,77.92,,,102
https://api.propublica.org/congress/v1/members/B000919.json,,,,1940-02-12,,,,,Hank,,401874,14803,B000919,,False,Brown,,S214,,9,1.64,,ocd-division/country:us/state:co,,R,,,2,1,Sen.,CO,,"Senator, 2nd Class",0,550,,,82.07,,,102
https://api.propublica.org/congress/v1/members/B000993.json,,,,1937-07-16,,,,,Richard,,400557,15701,B000993,,False,Bryan,,S206,H.,1,0.18,,ocd-division/country:us/state:nv,,D,,,1,3,Sen.,NV,,"Senator, 1st Class",0,550,,,82.7,,,102
https://api.propublica.org/congress/v1/members/B001057.json,,,,1925-08-12,,,,,Dale,,402004,14300,B001057,,False,Bumpers,,S014,,11,2.0,,ocd-division/country:us/state:ar,,D,,,3,17,Sen.,AR,,"Senator, 3rd Class",0,550,,,82.75,,,102
https://api.propublica.org/congress/v1/members/B001076.json,,,,1922-02-06,,,,,Jocelyn,,402022,15904,B001076,,False,Burdick,,S220,Birch,5,7.94,,ocd-division/country:us/state:nd,,D,,,1,1,Sen.,ND,,"Senator, 1st Class",1,63,,,86.21,,,102
https://api.propublica.org/congress/v1/members/B001077.json,,,,1908-06-19,,,,,Quentin,,402023,1252,B001077,,False,Burdick,,S015,Northrup,45,9.59,,ocd-division/country:us/state:nd,,D,,,1,31,Sen.,ND,,"Senator, 1st Class",1,469,,,87.97,,,102
https://api.propublica.org/congress/v1/members/B001126.json,,,,1935-01-25,,,,,Conrad,,300015,15702,B001126,,False,Burns,,S211,,1,0.18,1994,ocd-division/country:us/state:mt,,R,,,1,3,Sen.,MT,,"Senator, 1st Class",0,550,,,89.62,,,102
https://api.propublica.org/congress/v1/members/B001210.json,,,,1917-11-20,,,,,Robert,/m/06bss,300016,1366,B001210,,False,Byrd,,S017,C.,0,0.0,,ocd-division/country:us/state:wv,,D,,,1,33,Sen.,WV,,"Senator, 1st Class",1,550,,,79.45,,,102
https://api.propublica.org/congress/v1/members/C000269.json,,,,1922-10-22,,,,,John,,402412,14500,C000269,,False,Chafee,,S116,H.,11,2.0,,ocd-division/country:us/state:ri,,R,,,1,15,Sen.,RI,,"Senator, 1st Class",0,550,,,69.94,,,102
https://api.propublica.org/congress/v1/members/C000542.json,,,6080,1943-05-16,,180671148633644,,,Daniel,/m/0jl26,402675,14806,C000542,,False,Coats,,S212,,4,0.73,,ocd-division/country:us/state:in,,R,,http://www.coats.senate.gov/rss/feeds/?type=press,3,3,Sen.,IN,,"Senator, 3rd Class",0,550,SenDanCoats,http://www.coats.senate.gov,86.45,,SenatorCoats,102
https://api.propublica.org/congress/v1/members/C000567.json,,N00003328,1200,1937-12-07,,,,,Thad,/m/01fmcd,300023,14009,C000567,,False,Cochran,,S136,,8,1.45,,ocd-division/country:us/state:ms,,R,,https://www.cochran.senate.gov/public/index.cfm/rss/taggedfeed?Type=news-releases&region=&issue=,2,13,Sen.,MS,,"Senator, 2nd Class",0,550,SenThadCochran,https://www.cochran.senate.gov/,90.77,53312,sencochran,102
