api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,1938-06-26,1,,,,,Neil,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,,,117,6.24,ocd-division/country:us/state:hi/cd:1,,D,,,20,Rep.,HI,Representative,4,1875,neilabercrombie,,95.11,,hawaiirep1,110
https://api.propublica.org/congress/v1/members/A000022.json,False,,,1002061,1942-11-19,5,,,,,Gary,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,,L.,95,5.07,ocd-division/country:us/state:ny/cd:5,,D,,,26,Rep.,NY,Representative,0,1875,repgaryackerman,,97.98,,RepAckerman,110
https://api.propublica.org/congress/v1/members/A000055.json,False,,N00003028,45516,1965-07-22,4,,RobertAderholt,,,Robert,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,,B.,51,2.72,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,12,Rep.,AL,Representative,4,1875,Robert_Aderholt,https://aderholt.house.gov/,91.67,441,RobertAderholt,110
https://api.propublica.org/congress/v1/members/A000358.json,False,,,87412,1947-07-05,2,,,,,Todd,2902,/m/025xzm,400005,20123,A000358,,False,Akin,,,36,1.92,ocd-division/country:us/state:mo/cd:2,,R,,,8,Rep.,MO,Representative,5,1875,reptoddakin,,91.08,,RepToddAkin,110
https://api.propublica.org/congress/v1/members/A000361.json,False,,,1004256,1946-12-05,5,,RepRodneyAlexander,,,Rodney,2205,/m/025jxc,400006,90327,A000361,,False,Alexander,,,103,5.49,ocd-division/country:us/state:la/cd:5,,R,,,6,Rep.,LA,Representative,2,1875,USRepAlexander,,91.2,,RepRodneyMAlexander,110
https://api.propublica.org/congress/v1/members/A000357.json,False,,,,1945-04-16,1,,,,,Thomas,2301,,400007,29728,A000357,,False,Allen,,H.,54,2.88,ocd-division/country:us/state:me/cd:1,,D,,,12,Rep.,ME,Representative,0,1875,,,97.36,,,110
https://api.propublica.org/congress/v1/members/A000362.json,False,,,1022872,1968-03-07,4,,,,,Jason,4204,/m/0dzy2v,412231,20743,A000362,,False,Altmire,,,0,0.0,ocd-division/country:us/state:pa/cd:4,,D,,,2,Rep.,PA,Representative,0,1875,RepJasonAltmire,,86.93,,congressmanaltmire,110
https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,,,,,Robert,3401,,400008,29132,A000210,,False,Andrews,,E.,225,12.0,ocd-division/country:us/state:nj/cd:1,,D,,,20,Rep.,NJ,Representative,0,1875,RepAndrews,http://andrews.house.gov/,97.33,,,110
https://api.propublica.org/congress/v1/members/A000363.json,False,,,1021495,1959-06-11,24,,,,,Michael,3624,,412224,20736,A000363,,False,Arcuri,,,16,0.85,ocd-division/country:us/state:ny/cd:24,,D,,,2,Rep.,NY,Representative,0,1875,,,96.66,,RepArcuri,110
https://api.propublica.org/congress/v1/members/B001234.json,False,,,81682,1947-01-23,43,,,,,Joe,0643,/m/024xk0,400009,29942,B001234,,False,Baca,,,58,3.09,ocd-division/country:us/state:ca/cd:43,,D,,,10,Rep.,CA,Representative,0,1875,,,97.25,,,110
