api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,1938-06-26,1,,,,,Neil,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,,,48,4.82,ocd-division/country:us/state:hi/cd:1,,D,,,14,Rep.,HI,Representative,1,996,neilabercrombie,,87.34,,hawaiirep1,107
https://api.propublica.org/congress/v1/members/A000359.json,True,,,,1962-02-13,At-Large,,,,,An,7298,,400002,70601,A000359,,False,Acevedo-Vila,,,0,0.0,ocd-division/country:us/state:pr/cd:80,,D,,,2,R.C.,PR,Resident Commissioner,0,0,,,0.0,,,107
https://api.propublica.org/congress/v1/members/A000022.json,False,,,1002061,1942-11-19,5,,,,,Gary,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,,L.,89,8.94,ocd-division/country:us/state:ny/cd:5,,D,,,20,Rep.,NY,Representative,4,996,repgaryackerman,,92.5,,RepAckerman,107
https://api.propublica.org/congress/v1/members/A000055.json,False,,N00003028,45516,1965-07-22,4,,RobertAderholt,,,Robert,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,,B.,24,2.41,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,6,Rep.,AL,Representative,0,996,Robert_Aderholt,https://aderholt.house.gov/,89.92,441,RobertAderholt,107
https://api.propublica.org/congress/v1/members/A000358.json,False,,,87412,1947-07-05,2,,,,,Todd,2902,/m/025xzm,400005,20123,A000358,,False,Akin,,,6,0.6,ocd-division/country:us/state:mo/cd:2,,R,,,2,Rep.,MO,Representative,0,996,reptoddakin,,92.83,,RepToddAkin,107
https://api.propublica.org/congress/v1/members/A000357.json,False,,,,1945-04-16,1,,,,,Thomas,2301,,400007,29728,A000357,,False,Allen,,H.,29,2.91,ocd-division/country:us/state:me/cd:1,,D,,,6,Rep.,ME,Representative,1,996,,,93.8,,,107
https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,,,,,Robert,3401,,400008,29132,A000210,,False,Andrews,,E.,27,2.71,ocd-division/country:us/state:nj/cd:1,,D,,,14,Rep.,NJ,Representative,0,996,RepAndrews,http://andrews.house.gov/,91.54,,,107
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,1940-07-07,26,,,,,Richard,4826,,400551,15200,A000217,,False,Armey,,K.,26,2.61,ocd-division/country:us/state:tx/cd:26,,R,,,18,Rep.,TX,Representative,0,996,,,95.88,,,107
https://api.propublica.org/congress/v1/members/B001234.json,False,,,81682,1947-01-23,42,,,,,Joe,0642,/m/024xk0,400009,29942,B001234,,False,Baca,,,14,1.41,ocd-division/country:us/state:ca/cd:42,,D,,,4,Rep.,CA,Representative,0,996,,,93.48,,,107
https://api.propublica.org/congress/v1/members/B000013.json,False,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,,,62,6.22,ocd-division/country:us/state:al/cd:6,,R,,,10,Rep.,AL,Representative,0,996,BachusAL06,http://bachus.house.gov,96.36,,congressmanbachus,107
https://api.propublica.org/congress/v1/members/B001229.json,False,,,45981,1956-03-07,3,,,,,Brian,5303,/m/02593n,400011,29938,B001229,,False,Baird,,,17,1.71,ocd-division/country:us/state:wa/cd:3,,D,,,4,Rep.,WA,Representative,0,996,,,86.72,,,107
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,1948-05-22,6,,,,,Richard,2206,,400012,15400,B000072,,False,Baker,,Hugh,49,4.92,ocd-division/country:us/state:la/cd:6,,R,,,16,Rep.,LA,Representative,0,996,,,96.3,,,107
https://api.propublica.org/congress/v1/members/B000081.json,False,,,,1955-01-30,2,,,,,John,2302,,400525,29528,B000081,,False,Baldacci,,,46,4.62,ocd-division/country:us/state:me/cd:2,,D,,,8,Rep.,ME,Representative,0,996,,,94.11,,,107
https://api.propublica.org/congress/v1/members/B001230.json,False,,N00004367,57884,1962-02-11,2,,TammyBaldwin,,,Tammy,5502,/m/024v02,400013,29940,B001230,,False,Baldwin,,,19,1.91,ocd-division/country:us/state:wi/cd:2,,D,,https://www.baldwin.senate.gov/rss/feeds/?type=all,4,Rep.,WI,Representative,1,996,SenatorBaldwin,https://www.baldwin.senate.gov/,88.84,3470,witammybaldwin,107
