amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'ADJOURN', u'bill_id': u'adjourn-113', u'latest_action': None}",House,113,2013-01-22,,E000172,No,On Motion to Adjourn,Failed,25,1,14:45:00,"{u'not_voting': 15, u'yes': 0, u'present': 1, u'no': 416}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/25.json,adjourn,NA,NA
{},"{u'title': u'To reauthorize certain programs under the Public Health Service Act and the Federal Food, Drug, and Cosmetic Act with respect to public health security and all-hazards preparedness and response, and for other purposes.', u'number': u'H R 307', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr307.json', u'latest_action': u'Became Public Law No: 113-5.', u'sponsor_id': u'R000572', u'bill_id': u'hr307-113'}",House,113,2013-01-22,"To reauthorize certain programs under the Public Health Service Act and the Federal Food, Drug, and Cosmetic Act with respect to public health security and all-hazards preparedness and response, and ...",E000172,Yes,On Motion to Suspend the Rules and Pass,Passed,24,1,14:27:00,"{u'not_voting': 8, u'yes': 395, u'present': 0, u'no': 29}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/24.json,hr307,R000572,https://api.propublica.org/congress/v1/113/bills/hr307.json
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H R 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",House,113,2013-01-15,"Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes",E000172,Not Voting,On Passage,Passed,23,1,19:25:00,"{u'not_voting': 11, u'yes': 241, u'present': 0, u'no': 180}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/23.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H R 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",House,113,2013-01-15,"Frelinghuysen of New Jersey Part C Amendment No. 1, as Amended",E000172,Not Voting,On Agreeing to the Amendment,Agreed to,22,1,19:07:00,"{u'not_voting': 12, u'yes': 228, u'present': 0, u'no': 192}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/22.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H R 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",House,113,2013-01-15,Bishop of Utah Part C Amdt. No. 11 to Frelinghuysen of New Jersey Amdt.,E000172,Not Voting,On Agreeing to the Amendment,Agreed to,21,1,19:00:00,"{u'not_voting': 11, u'yes': 223, u'present': 0, u'no': 198}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/21.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H R 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",House,113,2013-01-15,Benishek of Michigan Part C Amdt. No. 10 to Frelinghuysen of New Jersey Amdt.,E000172,Not Voting,On Agreeing to the Amendment,Failed,20,1,18:55:00,"{u'not_voting': 12, u'yes': 208, u'present': 0, u'no': 212}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/20.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H R 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",House,113,2013-01-15,"Fleming of Louisiana Part C Amdt. No. 9, as Modified to Frelinghuysen of New Jersey Amdt.",E000172,Not Voting,On Agreeing to the Amendment,Agreed to,19,1,18:51:00,"{u'not_voting': 11, u'yes': 216, u'present': 0, u'no': 205}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/19.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H R 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",House,113,2013-01-15,Duncan of South Carolina Part C Amdt. No. 5 to Frelinghuysen of New Jersey Amdt.,E000172,Not Voting,On Agreeing to the Amendment,Failed,18,1,18:47:00,"{u'not_voting': 13, u'yes': 202, u'present': 0, u'no': 217}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/18.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H R 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",House,113,2013-01-15,Broun of Georgia Part C Amdt. No. 4 to Frelinghuysen of New Jersey Amdt.,E000172,Not Voting,On Agreeing to the Amendment,Failed,17,1,18:43:00,"{u'not_voting': 12, u'yes': 206, u'present': 0, u'no': 214}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/17.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
{},"{u'title': u'Making supplemental appropriations for the fiscal year ending September 30, 2013, and for other purposes.', u'number': u'H R 152', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr152.json', u'latest_action': u'Became Public Law No: 113-2.', u'sponsor_id': u'R000395', u'bill_id': u'hr152-113'}",House,113,2013-01-15,Flores of Texas Part C Amdt. No. 2 to Frelinghuysen of New Jersey Amdt.,E000172,Not Voting,On Agreeing to the Amendment,Agreed to,16,1,18:39:00,"{u'not_voting': 14, u'yes': 221, u'present': 0, u'no': 197}",https://api.propublica.org/congress/v1/113/house/sessions/1/votes/16.json,hr152,R000395,https://api.propublica.org/congress/v1/113/bills/hr152.json
