api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000031.json,,,,1927-01-13,,,,,Brockman,,400692,10700,A000031,,False,Adams,,S180,,7,1.1,,ocd-division/country:us/state:wa,,D,,,3,3,Sen.,WA,,"Senator, 3rd Class",0,638,,,89.22,,,101
https://api.propublica.org/congress/v1/members/A000069.json,,,8704,1924-09-11,,,,,Daniel,/m/01rbrq,300001,14400,A000069,,False,Akaka,,S213,K.,3,1.28,,ocd-division/country:us/state:hi,,D,,,1,1,Sen.,HI,,"Senator, 1st Class",0,234,SenatorAkaka,,88.31,,senatorakaka,101
https://api.propublica.org/congress/v1/members/A000219.json,,,,1937-03-16,,,,,William,,400927,14002,A000219,,False,Armstrong,,S134,Lester,86,13.48,,ocd-division/country:us/state:co,,R,,,2,11,Sen.,CO,,"Senator, 2nd Class",0,638,,,82.97,,,101
https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,/m/01rcm2,300005,14203,B000243,,False,Baucus,,S127,,15,2.35,,ocd-division/country:us/state:mt,,D,,,2,11,Sen.,MT,,"Senator, 2nd Class",0,638,,http://www.baucus.senate.gov,80.58,,SenatorBaucus,101
https://api.propublica.org/congress/v1/members/B000401.json,,,,1921-02-11,,,,,Lloyd,,401391,660,B000401,,False,Bentsen,,S009,Millard,14,2.19,,ocd-division/country:us/state:tx,,D,,,1,19,Sen.,TX,,"Senator, 1st Class",0,638,,,86.22,,,101
https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,,300008,14101,B000444,,False,Biden Jr.,,S010,R.,12,1.88,,ocd-division/country:us/state:de,,D,,,2,17,Sen.,DE,,"Senator, 2nd Class",0,638,,,82.43,,,101
https://api.propublica.org/congress/v1/members/B000468.json,,,590,1943-10-03,,,,,Jeff,/m/01xck2,300009,15101,B000468,,False,Bingaman,,S167,,20,3.13,,ocd-division/country:us/state:nm,,D,,,1,7,Sen.,NM,,"Senator, 1st Class",0,638,jeffbingaman,,83.82,,SenJeffBingaman,101
https://api.propublica.org/congress/v1/members/B000611.json,,,2360,1939-03-06,,,,,Christopher,/m/01_6h2,300010,15500,B000611,,False,Bond,,S200,S.,11,1.72,,ocd-division/country:us/state:mo,,R,,,3,3,Sen.,MO,,"Senator, 3rd Class",0,638,,,87.4,,CSBondMO,101
https://api.propublica.org/congress/v1/members/B000639.json,,,,1941-04-21,,,,,David,,401604,14700,B000639,,False,Boren,,S128,Lyle,35,5.49,,ocd-division/country:us/state:ok,,D,,,2,11,Sen.,OK,,"Senator, 2nd Class",1,638,,,75.95,,,101
https://api.propublica.org/congress/v1/members/B000647.json,,,,1930-11-07,,,,,Rudolph,,401611,14701,B000647,,False,Boschwitz,,S135,Eli,31,4.86,,ocd-division/country:us/state:mn,,R,,,2,11,Sen.,MN,,"Senator, 2nd Class",1,638,,,86.16,,,101
https://api.propublica.org/congress/v1/members/B001225.json,,,,1943-07-28,,,,,William,,401709,14702,B001225,,False,Bradley,,S132,Warren,20,3.13,,ocd-division/country:us/state:nj,,D,,,2,11,Sen.,NJ,,"Senator, 2nd Class",0,638,,,80.42,,,101
https://api.propublica.org/congress/v1/members/B000780.json,,,,1944-03-01,,,,,John,,300012,13056,B000780,,False,Breaux,,S179,B.,7,1.1,,ocd-division/country:us/state:la,,D,,,3,4,Sen.,LA,,"Senator, 3rd Class",0,638,,,80.03,,,101
https://api.propublica.org/congress/v1/members/B000993.json,,,,1937-07-16,,,,,Richard,,400557,15701,B000993,,False,Bryan,,S206,H.,2,0.31,,ocd-division/country:us/state:nv,,D,,,1,1,Sen.,NV,,"Senator, 1st Class",0,638,,,85.06,,,101
https://api.propublica.org/congress/v1/members/B001057.json,,,,1925-08-12,,,,,Dale,,402004,14300,B001057,,False,Bumpers,,S014,,10,1.57,,ocd-division/country:us/state:ar,,D,,,3,15,Sen.,AR,,"Senator, 3rd Class",0,638,,,88.54,,,101
https://api.propublica.org/congress/v1/members/B001077.json,,,,1908-06-19,,,,,Quentin,,402023,1252,B001077,,False,Burdick,,S015,Northrup,3,0.47,,ocd-division/country:us/state:nd,,D,,,1,29,Sen.,ND,,"Senator, 1st Class",0,638,,,87.09,,,101
https://api.propublica.org/congress/v1/members/B001126.json,,,,1935-01-25,,,,,Conrad,,300015,15702,B001126,,False,Burns,,S211,,8,1.25,1994,ocd-division/country:us/state:mt,,R,,,1,1,Sen.,MT,,"Senator, 1st Class",0,638,,,90.63,,,101
https://api.propublica.org/congress/v1/members/B001210.json,,,,1917-11-20,,,,,Robert,/m/06bss,300016,1366,B001210,,False,Byrd,,S017,C.,0,0.0,,ocd-division/country:us/state:wv,,D,,,1,31,Sen.,WV,,"Senator, 1st Class",0,638,,,81.19,,,101
https://api.propublica.org/congress/v1/members/C000269.json,,,,1922-10-22,,,,,John,,402412,14500,C000269,,False,Chafee,,S116,H.,12,1.88,,ocd-division/country:us/state:ri,,R,,,1,13,Sen.,RI,,"Senator, 1st Class",0,638,,,75.24,,,101
https://api.propublica.org/congress/v1/members/C000542.json,,,6080,1943-05-16,,180671148633644,,,Daniel,/m/0jl26,402675,14806,C000542,,False,Coats,,S212,,21,3.29,,ocd-division/country:us/state:in,,R,,http://www.coats.senate.gov/rss/feeds/?type=press,3,1,Sen.,IN,,"Senator, 3rd Class",0,638,SenDanCoats,http://www.coats.senate.gov,88.49,,SenatorCoats,101
https://api.propublica.org/congress/v1/members/C000567.json,,N00003328,1200,1937-12-07,,,,,Thad,/m/01fmcd,300023,14009,C000567,,False,Cochran,,S136,,6,0.94,,ocd-division/country:us/state:ms,,R,,https://www.cochran.senate.gov/public/index.cfm/rss/taggedfeed?Type=news-releases&region=&issue=,2,11,Sen.,MS,,"Senator, 2nd Class",0,638,SenThadCochran,https://www.cochran.senate.gov/,88.13,53312,sencochran,101
https://api.propublica.org/congress/v1/members/C000598.json,,,,1940-08-28,,,,,William,,402727,14010,C000598,,False,Cohen,,S137,Sebastian,0,0.0,,ocd-division/country:us/state:me,,R,,,2,11,Sen.,ME,,"Senator, 2nd Class",0,638,,,70.38,,,101
https://api.propublica.org/congress/v1/members/C000705.json,,,2517,1948-03-12,,,,,Kent,/m/021fx2,300026,15501,C000705,,False,Conrad,,S201,,1,0.16,,ocd-division/country:us/state:nd,,D,,,3,3,Sen.,ND,,"Senator, 3rd Class",0,638,,,78.96,,SenatorConrad,101
https://api.propublica.org/congress/v1/members/C000877.json,,,,1914-06-19,,,,,Alan,,402990,12103,C000877,,False,Cranston,,S023,,8,1.25,,ocd-division/country:us/state:ca,,D,,,3,21,Sen.,CA,,"Senator, 3rd Class",0,638,,,88.73,,,101
https://api.propublica.org/congress/v1/members/D000018.json,,,,1937-08-01,,,,,Alfonse,,403142,14900,D000018,,False,D'Amato,,S147,M.,5,0.78,,ocd-division/country:us/state:ny,,R,,,3,9,Sen.,NY,,"Senator, 3rd Class",0,638,,,76.3,,,101
https://api.propublica.org/congress/v1/members/D000030.json,,,103,1936-09-05,,,,,John,,403171,14501,D000030,,False,Danforth,,S108,Claggett,7,1.1,,ocd-division/country:us/state:mo,,R,,,1,13,Sen.,MO,,"Senator, 1st Class",0,638,,,81.78,,,101
