api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000062.json,,,,1892-08-20,,,,,George,,400722,52,A000062,,False,Aiken,,,David,,ocd-division/country:us/state:vt,,R,,,3,31,Sen.,VT,,"Senator, 3rd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/A000127.json,,,,1912-12-28,,,,,James,,400783,12100,A000127,,False,Allen,,,Browning,,ocd-division/country:us/state:al,,D,,,3,3,Sen.,AL,,"Senator, 3rd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/A000161.json,,,,1907-01-02,,,,,Gordon,,400816,142,A000161,,False,Allott,,,Llewellyn,,ocd-division/country:us/state:co,,R,,,2,17,Sen.,CO,,"Senator, 2nd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/A000186.json,,,,1895-10-23,,,,,Clinton,,400841,165,A000186,,False,Anderson,,,Presba,,ocd-division/country:us/state:nm,,D,,,2,23,Sen.,NM,,"Senator, 2nd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000063.json,,,,1925-11-15,,,,,Howard,,401067,11200,B000063,,False,Baker,,,Henry,,ocd-division/country:us/state:tn,,R,,,2,5,Sen.,TN,,"Senator, 2nd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000254.json,,,,1928-01-22,,,,,Birch,,401248,10800,B000254,,False,Bayh,,,Evans,,ocd-division/country:us/state:in,,D,,,3,9,Sen.,IN,,"Senator, 3rd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000272.json,,,,1927-06-19,,,,,John,,401266,12002,B000272,,False,Beall,,,Glenn,,ocd-division/country:us/state:md,,R,,,1,1,Sen.,MD,,"Senator, 1st Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000351.json,,,,,,,,,Henry,,401343,12101,B000351,,False,Bellmon,,,Louis,,ocd-division/country:us/state:ok,,R,,,3,3,Sen.,OK,,"Senator, 3rd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000384.json,,,,1898-11-13,,,,,Wallace,,401375,645,B000384,,False,Bennett,,,Foster,,ocd-division/country:us/state:ut,,R,,,3,21,Sen.,UT,,"Senator, 3rd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000401.json,,,,1921-02-11,,,,,Lloyd,,401391,660,B000401,,False,Bentsen,,S009,Millard,,ocd-division/country:us/state:tx,,D,,,1,1,Sen.,TX,,"Senator, 1st Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000436.json,,,,1909-11-20,,,,,Alan,,401422,688,B000436,,False,Bible,,,Harvey,,ocd-division/country:us/state:nv,,D,,,3,17,Sen.,NV,,"Senator, 3rd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000593.json,,,,1909-05-15,,,,,James,,401561,823,B000593,,False,Boggs,,,Caleb,,ocd-division/country:us/state:de,,R,,,2,11,Sen.,DE,,"Senator, 2nd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000851.json,,,,1930-11-23,,,,,William,,401808,10571,B000851,,False,Brock,,,Emerson,,ocd-division/country:us/state:tn,,R,,,1,1,Sen.,TN,,"Senator, 1st Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B000871.json,,,,1919-10-26,,,,,Edward,,401828,11201,B000871,,False,Brooke,,,William,,ocd-division/country:us/state:ma,,R,,,2,5,Sen.,MA,,"Senator, 2nd Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B001026.json,,,,1923-03-09,,,,,James,,401976,13100,B001026,,False,Buckley,,,Lane,,ocd-division/country:us/state:ny,,I,,,1,1,Sen.,NY,,"Senator, 1st Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B001077.json,,,,1908-06-19,,,,,Quentin,,402023,1252,B001077,,False,Burdick,,S015,Northrup,,ocd-division/country:us/state:nd,,D,,,1,11,Sen.,ND,,"Senator, 1st Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B001210.json,,,,1917-11-20,,,,,Robert,/m/06bss,300016,1366,B001210,,False,Byrd,,S017,C.,,ocd-division/country:us/state:wv,,D,,,1,13,Sen.,WV,,"Senator, 1st Class",,,,,,,92
https://api.propublica.org/congress/v1/members/B001209.json,,,,1914-12-20,,,,,Harry,,402149,10802,B001209,,False,Byrd,,,Flood,,ocd-division/country:us/state:va,,I,,,1,6,Sen.,VA,,"Senator, 1st Class",,,,,,,92
