amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'To amend the Patient Protection and Affordable Care Act to require transparency in the operation of American Health Benefit Exchanges.', u'number': u'H R 3362', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr3362.json', u'latest_action': u'Read twice and referred to the Committee on Health, Education, Labor, and Pensions.', u'sponsor_id': u'T000459', u'bill_id': u'hr3362-113'}",House,113,2014-01-16,To amend the Patient Protection and Affordable Care Act to require transparency in the operation of American Health Benefit Exchanges,R000596,Yes,On Passage,Passed,23,2,12:00:00,"{u'not_voting': 19, u'yes': 259, u'present': 0, u'no': 154}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/23.json,hr3362,T000459,https://api.propublica.org/congress/v1/113/bills/hr3362.json
{},"{u'title': u'To amend the Patient Protection and Affordable Care Act to require transparency in the operation of American Health Benefit Exchanges.', u'number': u'H R 3362', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr3362.json', u'latest_action': u'Read twice and referred to the Committee on Health, Education, Labor, and Pensions.', u'sponsor_id': u'T000459', u'bill_id': u'hr3362-113'}",House,113,2014-01-16,To amend the Patient Protection and Affordable Care Act to require transparency in the operation of American Health Benefit Exchanges,R000596,No,On Motion to Recommit with Instructions,Failed,22,2,11:51:00,"{u'not_voting': 20, u'yes': 186, u'present': 0, u'no': 226}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/22.json,hr3362,T000459,https://api.propublica.org/congress/v1/113/bills/hr3362.json
{},"{u'title': u'To extend the application of certain space launch liability provisions through 2014.', u'number': u'H R 3547', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr3547.json', u'latest_action': u'Became Public Law No: 113-76.', u'sponsor_id': u'S000583', u'bill_id': u'hr3547-113'}",House,113,2014-01-15,To extend the application of certain space launch liability provisions through 2014,R000596,Yes,Concurring in the Senate Amendments with an Amendment,Passed,21,2,16:18:00,"{u'not_voting': 7, u'yes': 359, u'present': 0, u'no': 67}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/21.json,hr3547,S000583,https://api.propublica.org/congress/v1/113/bills/hr3547.json
{},"{u'title': u'Providing for consideration of the Senate amendments to the bill (H.R. 3547) to extend the application of certain space launch liability provisions through 2014; providing for proceedings during the period from January 17, 2014, through January 24, 2014; and for other purposes.', u'number': u'H RES 458', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hres458.json', u'latest_action': u'On agreeing to the resolution Agreed to by recorded vote: 230 - 191 (Roll no. 20).', u'sponsor_id': u'C001053', u'bill_id': u'hres458-113'}",House,113,2014-01-15,Providing for consideration of the Senate amendments to the bill (H.R. 3547) to extend the application of certain space launch liability provisions through 2014; providing for proceedings during the period ...,R000596,Yes,On Agreeing to the Resolution,Passed,20,2,14:29:00,"{u'not_voting': 11, u'yes': 230, u'present': 0, u'no': 191}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/20.json,hres458,C001053,https://api.propublica.org/congress/v1/113/bills/hres458.json
{},"{u'title': u'To require notification of individuals of breaches of personally identifiable information through Exchanges under the Patient Protection and Affordable Care Act.', u'number': u'H R 3811', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr3811.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.', u'sponsor_id': u'P000373', u'bill_id': u'hr3811-113'}",House,113,2014-01-10,Health Exchange Security and Transparency Act,R000596,Yes,On Passage,Passed,11,2,10:54:00,"{u'not_voting': 19, u'yes': 291, u'present': 0, u'no': 122}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/11.json,hr3811,P000373,https://api.propublica.org/congress/v1/113/bills/hr3811.json
{},"{u'title': u'To amend the Solid Waste Disposal Act relating to review of regulations under such Act and to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 relating to financial responsibility for classes of facilities.', u'number': u'H R 2279', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr2279.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.', u'sponsor_id': u'G000562', u'bill_id': u'hr2279-113'}",House,113,2014-01-09,Reducing Excessive Deadline Obligations Act of 2013,R000596,Yes,On Passage,Passed,10,2,16:31:00,"{u'not_voting': 19, u'yes': 225, u'present': 0, u'no': 188}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/10.json,hr2279,G000562,https://api.propublica.org/congress/v1/113/bills/hr2279.json
{},"{u'title': u'To amend the Solid Waste Disposal Act relating to review of regulations under such Act and to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 relating to financial responsibility for classes of facilities.', u'number': u'H R 2279', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr2279.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.', u'sponsor_id': u'G000562', u'bill_id': u'hr2279-113'}",House,113,2014-01-09,Reducing Excessive Deadline Obligations Act of 2013,R000596,No,On Motion to Recommit with Instructions,Failed,9,2,16:23:00,"{u'not_voting': 19, u'yes': 188, u'present': 0, u'no': 225}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/9.json,hr2279,G000562,https://api.propublica.org/congress/v1/113/bills/hr2279.json
{},"{u'title': u'To amend the Solid Waste Disposal Act relating to review of regulations under such Act and to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 relating to financial responsibility for classes of facilities.', u'number': u'H R 2279', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr2279.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.', u'sponsor_id': u'G000562', u'bill_id': u'hr2279-113'}",House,113,2014-01-09,On Agreeing to the Amendment,R000596,No,On Agreeing to the Amendment,Failed,8,2,16:05:00,"{u'not_voting': 15, u'yes': 190, u'present': 0, u'no': 227}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/8.json,hr2279,G000562,https://api.propublica.org/congress/v1/113/bills/hr2279.json
{},"{u'title': u'To amend the Solid Waste Disposal Act relating to review of regulations under such Act and to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 relating to financial responsibility for classes of facilities.', u'number': u'H R 2279', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr2279.json', u'latest_action': u'Received in the Senate and Read twice and referred to the Committee on Environment and Public Works.', u'sponsor_id': u'G000562', u'bill_id': u'hr2279-113'}",House,113,2014-01-09,On Agreeing to the Amendment,R000596,No,On Agreeing to the Amendment,Failed,7,2,15:59:00,"{u'not_voting': 15, u'yes': 189, u'present': 0, u'no': 228}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/7.json,hr2279,G000562,https://api.propublica.org/congress/v1/113/bills/hr2279.json
{},"{u'title': u'Providing for consideration of the bill (H.R. 2279) to amend the Solid Waste Disposal Act relating to review of regulations under such Act and to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 relating to financial responsibility for classes of facilities; providing for consideration of the bill (H.R. 3362) to amend the Patient Protection and Affordable Care Act to require transparency in the operation of American Health Benefit Exchanges; and providing for consideration of the bill (H.R. 3811) to require notification of individuals of breaches of personally identifiable information through Exchanges under the Patient Protection and Affordable Care Act.', u'number': u'H RES 455', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hres455.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'B001248', u'bill_id': u'hres455-113'}",House,113,2014-01-09,"Providing for consideration of H.R. 2279, Reducing Excessive Deadline Obligations Act of 2013; consideration of H.R. 3362, to require transparency in the operation of Health Benefit Exchanges; and consideration of ...",R000596,Yes,On Agreeing to the Resolution,Passed,6,2,14:06:00,"{u'not_voting': 23, u'yes': 223, u'present': 0, u'no': 186}",https://api.propublica.org/congress/v1/113/house/sessions/2/votes/6.json,hres455,B001248,https://api.propublica.org/congress/v1/113/bills/hres455.json
