api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,1938-06-26,1,,,,,Neil,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,,,136,12.81,,ocd-division/country:us/state:hi/cd:1,,D,,,22,Rep.,HI,Representative,1,1062,neilabercrombie,,98.27,,hawaiirep1,111
https://api.propublica.org/congress/v1/members/A000022.json,False,,,1002061,1942-11-19,5,,,,,Gary,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,,L.,131,7.93,2010,ocd-division/country:us/state:ny/cd:5,,D,,,28,Rep.,NY,Representative,0,1652,repgaryackerman,,98.29,,RepAckerman,111
https://api.propublica.org/congress/v1/members/A000055.json,False,,N00003028,45516,1965-07-22,4,,RobertAderholt,,,Robert,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,,B.,63,3.81,2010,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,14,Rep.,AL,Representative,0,1652,Robert_Aderholt,https://aderholt.house.gov/,92.2,441,RobertAderholt,111
https://api.propublica.org/congress/v1/members/A000364.json,False,,,1030767,1959-08-23,3,,,,,John,3403,/m/05jzss,412264,,A000364,,False,Adler,,,34,2.06,2010,ocd-division/country:us/state:nj/cd:3,,D,,,2,Rep.,NJ,Representative,0,1652,,,89.31,,,111
https://api.propublica.org/congress/v1/members/A000358.json,False,,,87412,1947-07-05,2,,,,,Todd,2902,/m/025xzm,400005,20123,A000358,,False,Akin,,,79,4.78,2010,ocd-division/country:us/state:mo/cd:2,,R,,,10,Rep.,MO,Representative,1,1652,reptoddakin,,93.58,,RepToddAkin,111
https://api.propublica.org/congress/v1/members/A000361.json,False,,,1004256,1946-12-05,5,,RepRodneyAlexander,,,Rodney,2205,/m/025jxc,400006,90327,A000361,,False,Alexander,,,88,5.33,2010,ocd-division/country:us/state:la/cd:5,,R,,,8,Rep.,LA,Representative,0,1652,USRepAlexander,,93.54,,RepRodneyMAlexander,111
https://api.propublica.org/congress/v1/members/A000362.json,False,,,1022872,1968-03-07,4,,,,,Jason,4204,/m/0dzy2v,412231,20743,A000362,,False,Altmire,,,0,0.0,2010,ocd-division/country:us/state:pa/cd:4,,D,,,4,Rep.,PA,Representative,0,1652,RepJasonAltmire,,88.38,,congressmanaltmire,111
https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,,,,,Robert,3401,,400008,29132,A000210,,False,Andrews,,E.,64,3.87,2010,ocd-division/country:us/state:nj/cd:1,,D,,,22,Rep.,NJ,Representative,0,1652,RepAndrews,http://andrews.house.gov/,98.3,,,111
https://api.propublica.org/congress/v1/members/A000363.json,False,,,1021495,1959-06-11,24,,,,,Michael,3624,,412224,20736,A000363,,False,Arcuri,,,43,2.6,2010,ocd-division/country:us/state:ny/cd:24,,D,,,4,Rep.,NY,Representative,1,1652,,,91.36,,RepArcuri,111
https://api.propublica.org/congress/v1/members/A000365.json,False,,,1031355,1958-10-12,7,,,,,Steve,3907,,412265,,A000365,,False,Austria,,,18,1.09,2010,ocd-division/country:us/state:oh/cd:7,,R,,,2,Rep.,OH,Representative,0,1652,SteveAustria,,95.78,,CongressmanAustria,111
https://api.propublica.org/congress/v1/members/B001234.json,False,,,81682,1947-01-23,43,,,,,Joe,0643,/m/024xk0,400009,29942,B001234,,False,Baca,,,46,2.78,2010,ocd-division/country:us/state:ca/cd:43,,D,,,12,Rep.,CA,Representative,0,1652,,,98.57,,,111
https://api.propublica.org/congress/v1/members/B001256.json,False,,,1021492,1956-04-06,6,,RepMicheleBachmann,,,Michele,2706,/m/06jm4y,412216,20728,B001256,,False,Bachmann,,,143,8.66,2010,ocd-division/country:us/state:mn/cd:6,,R,,,4,Rep.,MN,Representative,0,1652,MicheleBachmann,http://bachmann.house.gov,94.83,,RepMicheleBachmann,111
https://api.propublica.org/congress/v1/members/B000013.json,False,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,,,51,3.09,2010,ocd-division/country:us/state:al/cd:6,,R,,,18,Rep.,AL,Representative,0,1652,BachusAL06,http://bachus.house.gov,92.44,,congressmanbachus,111
https://api.propublica.org/congress/v1/members/B001229.json,False,,,45981,1956-03-07,3,,,,,Brian,5303,/m/02593n,400011,29938,B001229,,False,Baird,,,79,4.78,2010,ocd-division/country:us/state:wa/cd:3,,D,,,12,Rep.,WA,Representative,1,1652,,,92.69,,,111
https://api.propublica.org/congress/v1/members/B001230.json,False,,N00004367,57884,1962-02-11,2,,TammyBaldwin,,,Tammy,5502,/m/024v02,400013,29940,B001230,,False,Baldwin,,,37,2.24,2010,ocd-division/country:us/state:wi/cd:2,,D,,https://www.baldwin.senate.gov/rss/feeds/?type=all,12,Rep.,WI,Representative,3,1652,SenatorBaldwin,https://www.baldwin.senate.gov/,97.09,3470,witammybaldwin,111
https://api.propublica.org/congress/v1/members/B001239.json,False,,,1003613,1961-02-14,3,,,,,J.,4503,,400016,20347,B001239,,False,Barrett,,Gresham,695,42.07,2010,ocd-division/country:us/state:sc/cd:3,,R,,,8,Rep.,SC,Representative,17,1652,greshambarrett,,93.63,,Repgreshambarrett,111
https://api.propublica.org/congress/v1/members/B001252.json,False,,,1012025,1955-10-31,12,,CongressmanJohnBarrow,,,John,1312,/m/056gyc,400628,20507,B001252,,False,Barrow,,,39,2.36,2010,ocd-division/country:us/state:ga/cd:12,,D,,,6,Rep.,GA,Representative,0,1652,RepJohnBarrow,http://barrow.house.gov,94.05,,RepJohnBarrow,111
https://api.propublica.org/congress/v1/members/B000208.json,False,,,27026,1926-06-03,6,,,,,Roscoe,2406,/m/025k82,400017,29356,B000208,,False,Bartlett,,G.,8,0.48,2010,ocd-division/country:us/state:md/cd:6,,R,,,18,Rep.,MD,Representative,4,1652,,,91.67,,RepRoscoeBartlett,111
https://api.propublica.org/congress/v1/members/B000213.json,False,,N00005656,5248,1949-09-15,6,,RepJoeBarton,,,Joe,4806,/m/03rspq,400018,15085,B000213,,False,Barton,,L.,66,4.0,2010,ocd-division/country:us/state:tx/cd:6,,R,,,26,Rep.,TX,Representative,1,1652,RepJoeBarton,https://joebarton.house.gov/,92.31,27082,repjoebarton,111
https://api.propublica.org/congress/v1/members/B001253.json,False,,,,1962-01-22,8,,,,,Melissa,1708,/m/03xjjx,400631,20509,B001253,,False,Bean,,,79,4.78,2010,ocd-division/country:us/state:il/cd:8,,D,,,6,Rep.,IL,Representative,1,1652,,,91.04,,,111
https://api.propublica.org/congress/v1/members/B000287.json,False,,,26567,1958-01-26,31,,XavierBecerra,,,Xavier,0631,/m/024trk,400021,29316,B000287,,False,Becerra,,,64,3.87,2010,ocd-division/country:us/state:ca/cd:31,,D,,https://becerra.house.gov/rss/press-releases.xml,18,Rep.,CA,Representative,1,1652,RepBecerra,http://becerra.house.gov,97.73,,XavierBecerra,111
https://api.propublica.org/congress/v1/members/B001231.json,False,,,,1951-01-20,1,,,,,Shelley,3201,/m/025h7j,400024,29922,B001231,,False,Berkley,,,60,3.63,2010,ocd-division/country:us/state:nv/cd:1,,D,,,12,Rep.,NV,Representative,0,1652,repberkley,,98.18,,ShelleyBerkley,111
https://api.propublica.org/congress/v1/members/B000410.json,False,,,1592,1941-04-15,28,,,,,Howard,0628,,400025,15004,B000410,,False,Berman,,L.,85,5.15,2010,ocd-division/country:us/state:ca/cd:28,,D,,,28,Rep.,CA,Representative,0,1652,RepHowardBerman,,98.28,,RepHowardBerman,111
https://api.propublica.org/congress/v1/members/B000420.json,False,,,45115,1942-08-27,1,,,,,Marion,0501,,400026,29702,B000420,,False,Berry,,,155,9.38,2010,ocd-division/country:us/state:ar/cd:1,,D,,,14,Rep.,AR,Representative,2,1652,,,93.32,,CongressmanBerry,111
https://api.propublica.org/congress/v1/members/B001232.json,False,,,57890,1937-08-15,13,,,,,Judy,1713,/m/0256wq,400027,29912,B001232,,False,Biggert,,,14,0.85,2010,ocd-division/country:us/state:il/cd:13,,R,,,12,Rep.,IL,Representative,0,1652,JudyBiggert,,89.26,,JudyBiggert,111
https://api.propublica.org/congress/v1/members/B000461.json,False,,,36554,1951-01-28,50,,,,,Brian,0650,,400570,29508,B000461,,False,Bilbray,,P.,83,5.02,2010,ocd-division/country:us/state:ca/cd:50,,R,,,6,Rep.,CA,Representative,1,1652,BilbrayCA50,,92.1,,,111
https://api.propublica.org/congress/v1/members/B001257.json,False,,N00027462,1022873,1963-02-08,9,,GusBilirakis,,,Gus,1209,/m/0dy3z1,412250,20758,B001257,,False,Bilirakis,,,22,1.33,2010,ocd-division/country:us/state:fl/cd:9,,R,,,6,Rep.,FL,Representative,0,1652,RepGusBilirakis,https://bilirakis.house.gov/,93.31,17318,RepGusBilirakis,111
