api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000009.json,,,,1923-02-13,,,,,James,,400672,14000,A000009,,False,Abdnor,,,,,ocd-division/country:us/state:sd,,R,,,3,1,Sen.,SD,,"Senator, 3rd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/A000208.json,,,,1926-05-19,,,,,Mark,,400881,10569,A000208,,False,Andrews,,,,,ocd-division/country:us/state:nd,,R,,,3,1,Sen.,ND,,"Senator, 3rd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/A000219.json,,,,1937-03-16,,,,,William,,400927,14002,A000219,,False,Armstrong,,S134,Lester,,ocd-division/country:us/state:co,,R,,,2,3,Sen.,CO,,"Senator, 2nd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B000063.json,,,,1925-11-15,,,,,Howard,,401067,11200,B000063,,False,Baker,,,Henry,,ocd-division/country:us/state:tn,,R,,,2,15,Sen.,TN,,"Senator, 2nd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,/m/01rcm2,300005,14203,B000243,,False,Baucus,,S127,,,ocd-division/country:us/state:mt,,D,,,2,3,Sen.,MT,,"Senator, 2nd Class",,,,http://www.baucus.senate.gov,,SenatorBaucus,97
https://api.propublica.org/congress/v1/members/B000401.json,,,,1921-02-11,,,,,Lloyd,,401391,660,B000401,,False,Bentsen,,S009,Millard,,ocd-division/country:us/state:tx,,D,,,1,11,Sen.,TX,,"Senator, 1st Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,,300008,14101,B000444,,False,Biden Jr.,,S010,R.,,ocd-division/country:us/state:de,,D,,,2,9,Sen.,DE,,"Senator, 2nd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B000639.json,,,,1941-04-21,,,,,David,,401604,14700,B000639,,False,Boren,,S128,Lyle,,ocd-division/country:us/state:ok,,D,,,2,3,Sen.,OK,,"Senator, 2nd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B000647.json,,,,1930-11-07,,,,,Rudolph,,401611,14701,B000647,,False,Boschwitz,,S135,Eli,,ocd-division/country:us/state:mn,,R,,,2,3,Sen.,MN,,"Senator, 2nd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B001225.json,,,,1943-07-28,,,,,William,,401709,14702,B001225,,False,Bradley,,S132,Warren,,ocd-division/country:us/state:nj,,D,,,2,3,Sen.,NJ,,"Senator, 2nd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B000756.json,,,,1930-04-11,,,,,Nicholas,,401715,14913,B000756,,False,Brady,,,Frederick,,ocd-division/country:us/state:nj,,R,,,1,1,Sen.,NJ,,"Senator, 1st Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B001057.json,,,,1925-08-12,,,,,Dale,,402004,14300,B001057,,False,Bumpers,,S014,,,ocd-division/country:us/state:ar,,D,,,3,7,Sen.,AR,,"Senator, 3rd Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B001077.json,,,,1908-06-19,,,,,Quentin,,402023,1252,B001077,,False,Burdick,,S015,Northrup,,ocd-division/country:us/state:nd,,D,,,1,21,Sen.,ND,,"Senator, 1st Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B001210.json,,,,1917-11-20,,,,,Robert,/m/06bss,300016,1366,B001210,,False,Byrd,,S017,C.,,ocd-division/country:us/state:wv,,D,,,1,23,Sen.,WV,,"Senator, 1st Class",,,,,,,97
https://api.propublica.org/congress/v1/members/B001209.json,,,,1914-12-20,,,,,Harry,,402149,10802,B001209,,False,Byrd,,,Flood,,ocd-division/country:us/state:va,,I,,,1,16,Sen.,VA,,"Senator, 1st Class",,,,,,,97
https://api.propublica.org/congress/v1/members/C000120.json,,,,1912-01-26,,,,,Howard,,402271,1482,C000120,,False,Cannon,,,Walter,,ocd-division/country:us/state:nv,,D,,,1,23,Sen.,NV,,"Senator, 1st Class",,,,,,,97
