amendment,bill,chamber,congress,date,description,member_id,nomination,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'PN509', u'bill_id': u'pn509-113', u'latest_action': None}",Senate,113,2013-10-30,"Katherine Archuleta, of Colorado, to be Director of the Office of Personnel Management for a term of four years",C001100,"{u'nomination_id': u'PN509-113', u'agency': u'', u'number': u'PN509', u'name': u''}",Yes,On the Nomination PN509,Nomination Confirmed,225,1,17:18:00,"{u'not_voting': 3, u'yes': 62, u'present': 0, u'no': 35}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/225.json,pn509,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN509', u'bill_id': u'pn509-113', u'latest_action': None}",Senate,113,2013-10-30,"Katherine Archuleta, of Colorado, to be Director of the Office of Personnel Management for a term of four years",C001100,"{u'nomination_id': u'PN509-113', u'agency': u'', u'number': u'PN509', u'name': u''}",Yes,On the Cloture Motion PN509,Cloture Motion Agreed to,224,1,12:04:00,"{u'not_voting': 1, u'yes': 81, u'present': 0, u'no': 18}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/224.json,pn509,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN36', u'bill_id': u'pn36-113', u'latest_action': None}",Senate,113,2013-10-30,"Alan F. Estevez, of the District of Columbia, to be a Principal Deputy Under Secretary of Defense",C001100,"{u'nomination_id': u'PN36-113', u'agency': u'', u'number': u'PN36', u'name': u''}",Yes,On the Cloture Motion PN36,Cloture Motion Agreed to,223,1,10:31:00,"{u'not_voting': 1, u'yes': 91, u'present': 0, u'no': 8}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/223.json,pn36,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN789', u'bill_id': u'pn789-113', u'latest_action': None}",Senate,113,2013-10-29,"Richard F. Griffin, Jr., of the District of Columbia, to be General Counsel of the National Labor Relations Board for a term of four years",C001100,"{u'nomination_id': u'PN789-113', u'agency': u'', u'number': u'PN789', u'name': u''}",No,On the Nomination PN789,Nomination Confirmed,222,1,17:06:00,"{u'not_voting': 1, u'yes': 55, u'present': 0, u'no': 44}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/222.json,pn789,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'PN789', u'bill_id': u'pn789-113', u'latest_action': None}",Senate,113,2013-10-29,"Richard F. Griffin, Jr., of the District of Columbia, to be General Counsel of the National Labor Relations Board for a term of four years",C001100,"{u'nomination_id': u'PN789-113', u'agency': u'', u'number': u'PN789', u'name': u''}",No,On the Cloture Motion PN789,Cloture Motion Agreed to,221,1,14:39:00,"{u'not_voting': 1, u'yes': 62, u'present': 0, u'no': 37}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/221.json,pn789,NA,NA
{},"{u'title': u'A joint resolution relating to the disapproval of the President&#39;s exercise of authority to suspend the debt limit, as submitted under section 1002(b) of the Continuing Appropriations Act, 2014 on October 17, 2013.', u'number': u'S.J.Res.26', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/sjres26.json', u'latest_action': u'Motion to proceed to consideration of measure rejected in Senate by Yea-Nay Vote. 45 - 54. Record Vote Number: 220.', u'sponsor_id': u'M000355', u'bill_id': u'sjres26-113'}",Senate,113,2013-10-29,"A joint resolution relating to the disapproval of the President&#39;s exercise of authority to suspend the debt limit, as submitted under section 1002(b) of the Continuing Appropriations Act, 2014 on ...",C001100,,Yes,On the Motion to Proceed S.J.Res. 26,Motion to Proceed Rejected,220,1,14:15:00,"{u'not_voting': 1, u'yes': 45, u'present': 0, u'no': 54}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/220.json,sjres26,M000355,https://api.propublica.org/congress/v1/113/bills/sjres26.json
{},"{u'title': u'To condition the provision of premium and cost-sharing subsidies under the Patient Protection and Affordable Care Act upon a certification that a program to verify household income and other qualifications for such subsidies is operational, and for other purposes.', u'number': u'H.R.2775', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr2775.json', u'latest_action': u'Became Public Law No: 113-46.', u'sponsor_id': u'B001273', u'bill_id': u'hr2775-113'}",Senate,113,2013-10-16,"An act making continuing appropriations for the fiscal year ending September 30, 2014, and for other purposes.",C001100,,Yes,On Passage of the Bill H.R. 2775,Bill Passed,219,1,19:56:00,"{u'not_voting': 1, u'yes': 81, u'present': 0, u'no': 18}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/219.json,hr2775,B001273,https://api.propublica.org/congress/v1/113/bills/hr2775.json
{},"{u'title': u'To condition the provision of premium and cost-sharing subsidies under the Patient Protection and Affordable Care Act upon a certification that a program to verify household income and other qualifications for such subsidies is operational, and for other purposes.', u'number': u'H.R.2775', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/hr2775.json', u'latest_action': u'Became Public Law No: 113-46.', u'sponsor_id': u'B001273', u'bill_id': u'hr2775-113'}",Senate,113,2013-10-16,A bill to condition the provision of premium and cost-sharing subsidies under the Patient Protection and Affordable Care Act upon a certification that a program to verify household income and ...,C001100,,Yes,On the Cloture Motion H.R. 2775,Cloture Motion Agreed to,218,1,19:33:00,"{u'not_voting': 1, u'yes': 83, u'present': 0, u'no': 16}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/218.json,hr2775,B001273,https://api.propublica.org/congress/v1/113/bills/hr2775.json
{},"{u'api_uri': None, u'title': None, u'number': u'PN409', u'bill_id': u'pn409-113', u'latest_action': None}",Senate,113,2013-10-14,"Madeline Hughes Haikala, of Alabama, to be United States District Judge for the Northern District of Alabama",C001100,"{u'nomination_id': u'PN409-113', u'agency': u'', u'number': u'PN409', u'name': u''}",Yes,On the Nomination PN409,Nomination Confirmed,217,1,18:15:00,"{u'not_voting': 10, u'yes': 90, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/217.json,pn409,NA,NA
{},"{u'title': u'A bill to ensure the complete and timely payment of the obligations of the United States Government until December 31, 2014.', u'number': u'S.1569', u'bill_uri': u'https://api.propublica.org/congress/v1/113/bills/s1569.json', u'latest_action': u'Motion to proceed to consideration of measure made in Senate. (consideration: CR S7503-7531)', u'sponsor_id': u'R000146', u'bill_id': u's1569-113'}",Senate,113,2013-10-12,"A bill to ensure the complete and timely payment of the obligations of the United States Government until December 31, 2014.",C001100,,No,On Cloture on the Motion to Proceed S. 1569,Cloture on the Motion to Proceed Rejected,216,1,12:00:00,"{u'not_voting': 2, u'yes': 53, u'present': 0, u'no': 45}",https://api.propublica.org/congress/v1/113/senate/sessions/1/votes/216.json,s1569,R000146,https://api.propublica.org/congress/v1/113/bills/s1569.json
