api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,1938-06-26,1,,,,,Neil,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,,,30.0,3.22,ocd-division/country:us/state:hi/cd:1,,D,,,4,Rep.,HI,Representative,0.0,932.0,neilabercrombie,,87.03,,hawaiirep1,102
https://api.propublica.org/congress/v1/members/A000022.json,False,,,1002061,1942-11-19,7,,,,,Gary,3607,/m/03rhdq,400003,15080,A000022,,False,Ackerman,,L.,173.0,18.56,ocd-division/country:us/state:ny/cd:7,,D,,,10,Rep.,NY,Representative,0.0,932.0,repgaryackerman,,89.86,,RepAckerman,102
https://api.propublica.org/congress/v1/members/A000103.json,False,,,,1934-01-16,1,,,,,William,0501,,400761,12000,A000103,,False,Alexander,,Vollie,188.0,20.17,ocd-division/country:us/state:ar/cd:1,,D,,,24,Rep.,AR,Representative,0.0,932.0,,,86.29,,,102
https://api.propublica.org/congress/v1/members/A000109.json,False,,,,1943-12-02,4,,,,,Wayne,0804,,300003,15801,A000109,,False,Allard,,A.,16.0,1.72,ocd-division/country:us/state:co/cd:4,,R,,,2,Rep.,CO,Representative,0.0,932.0,,,82.21,,,102
https://api.propublica.org/congress/v1/members/A000121.json,False,,,,1952-03-08,7,,,,,George,5107,,300004,15847,A000121,,False,Allen,,Felix,4.0,0.73,ocd-division/country:us/state:va/cd:7,,R,,,2,Rep.,VA,Representative,1.0,545.0,,,83.55,,,102
https://api.propublica.org/congress/v1/members/A000189.json,False,,,,1913-02-21,32,,,,,Glenn,0632,,400844,12001,A000189,,False,Anderson,,Malcolm,30.0,3.22,ocd-division/country:us/state:ca/cd:32,,D,,,24,Rep.,CA,Representative,0.0,932.0,,,85.14,,,102
https://api.propublica.org/congress/v1/members/A000211.json,False,,,,1953-03-22,1,,,,,Thomas,2301,,400885,15803,A000211,,False,Andrews,,H.,14.0,1.5,ocd-division/country:us/state:me/cd:1,,D,,,2,Rep.,ME,Representative,0.0,932.0,,,85.4,,,102
https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,,,,,Robert,3401,,400008,29132,A000210,,False,Andrews,,E.,26.0,2.79,ocd-division/country:us/state:nj/cd:1,,D,,,2,Rep.,NJ,Representative,0.0,932.0,RepAndrews,http://andrews.house.gov/,79.03,,,102
https://api.propublica.org/congress/v1/members/A000209.json,False,,,,1944-02-07,25,,,,,Michael,4825,,400882,15000,A000209,,False,Andrews,,,18.0,1.93,ocd-division/country:us/state:tx/cd:25,,D,,,10,Rep.,TX,Representative,0.0,932.0,,,78.88,,,102
https://api.propublica.org/congress/v1/members/A000212.json,False,,,,1915-01-12,11,,,,,Frank,1711,,400895,10703,A000212,,False,Annunzio,,,48.0,5.15,ocd-division/country:us/state:il/cd:11,,D,,,28,Rep.,IL,Representative,0.0,932.0,,,86.99,,,102
https://api.propublica.org/congress/v1/members/A000213.json,False,,,,1938-02-21,4,,,,,Beryl,0504,,400898,14601,A000213,,False,Anthony,,Franklin,184.0,19.74,ocd-division/country:us/state:ar/cd:4,,D,,,14,Rep.,AR,Representative,0.0,932.0,,,85.03,,,102
https://api.propublica.org/congress/v1/members/A000214.json,False,,,,1928-03-27,18,,,,,Douglas,3918,,400906,14402,A000214,,False,Applegate,,,21.0,2.25,ocd-division/country:us/state:oh/cd:18,,D,,,16,Rep.,OH,Representative,0.0,932.0,,,76.4,,,102
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,1928-03-22,7,,,,,Bill,4807,,400567,13002,A000215,,False,Archer,,,49.0,5.26,ocd-division/country:us/state:tx/cd:7,,R,,,22,Rep.,TX,Representative,0.0,932.0,,,78.82,,,102
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,1940-07-07,26,,,,,Richard,4826,,400551,15200,A000217,,False,Armey,,K.,26.0,2.79,ocd-division/country:us/state:tx/cd:26,,R,,,2,Rep.,TX,Representative,0.0,932.0,,,79.8,,,102
https://api.propublica.org/congress/v1/members/A000224.json,False,,,,1938-07-21,1,,,,,Leslie,5501,,400967,13003,A000224,,False,Aspin,,,64.0,6.87,ocd-division/country:us/state:wi/cd:1,,D,,,22,Rep.,WI,Representative,0.0,932.0,,,84.79,,,102
https://api.propublica.org/congress/v1/members/A000226.json,False,,,,1948-04-14,5,,,,,Chester,2505,,400975,15201,A000226,,False,Atkins,,Greenough,60.0,6.44,ocd-division/country:us/state:ma/cd:5,,D,,,8,Rep.,MA,Representative,0.0,932.0,,,86.12,,,102
https://api.propublica.org/congress/v1/members/A000337.json,False,,,,1942-10-21,1,,,,,Les,4101,,400987,14201,A000337,,False,AuCoin,,,149.0,15.99,ocd-division/country:us/state:or/cd:1,,D,,,18,Rep.,OR,Representative,0.0,932.0,,,86.59,,,102
https://api.propublica.org/congress/v1/members/B000008.json,False,,,,1949-06-21,11,,,,,Jim,1211,,401014,15804,B000008,,False,Bacchus,,,33.0,3.54,ocd-division/country:us/state:fl/cd:11,,D,,,2,Rep.,FL,Representative,0.0,932.0,,,82.76,,,102
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,1948-05-22,6,,,,,Richard,2206,,400012,15400,B000072,,False,Baker,,Hugh,61.0,6.55,ocd-division/country:us/state:la/cd:6,,R,,,6,Rep.,LA,Representative,0.0,932.0,,,85.53,,,102
https://api.propublica.org/congress/v1/members/B000104.json,False,,,,1926-12-06,10,,,,,Cass,3710,,400015,15401,B000104,,False,Ballenger,,,38.0,4.08,ocd-division/country:us/state:nc/cd:10,,R,,,6,Rep.,NC,Representative,1.0,932.0,,,83.89,,,102
https://api.propublica.org/congress/v1/members/B000153.json,False,,,,1922-03-20,10,,,,,Druie,1310,,401155,14404,B000153,,False,Barnard,,Douglas,239.0,25.64,ocd-division/country:us/state:ga/cd:10,,D,,,16,Rep.,GA,Representative,0.0,932.0,,,71.57,,,102
https://api.propublica.org/congress/v1/members/B000179.json,False,,,,1929-02-09,3,,,,,Bill,3103,,400568,15805,B000179,,False,Barrett,,,12.0,1.29,ocd-division/country:us/state:ne/cd:3,,R,,,2,Rep.,NE,Representative,1.0,932.0,,,86.3,,,102
https://api.propublica.org/congress/v1/members/B000204.json,False,,,,1947-09-19,3,,,,,Harry,4803,,401203,15001,B000204,,False,Bartlett,,Stephen,7.0,19.44,ocd-division/country:us/state:tx/cd:3,,R,,,10,Rep.,TX,Representative,0.0,36.0,,,89.66,,,102
https://api.propublica.org/congress/v1/members/B000213.json,False,,N00005656,5248,1949-09-15,6,,RepJoeBarton,,,Joe,4806,/m/03rspq,400018,15085,B000213,,False,Barton,,L.,69.0,7.4,ocd-division/country:us/state:tx/cd:6,,R,,,8,Rep.,TX,Representative,1.0,932.0,RepJoeBarton,https://joebarton.house.gov/,80.42,27082,repjoebarton,102
https://api.propublica.org/congress/v1/members/B000229.json,False,,,,1928-08-07,1,,,,,Herbert,5101,,400569,15002,B000229,,False,Bateman,,H.,23.0,2.47,ocd-division/country:us/state:va/cd:1,,R,,,10,Rep.,VA,Representative,6.0,932.0,,,75.03,,,102
https://api.propublica.org/congress/v1/members/B000318.json,False,,,,1932-10-26,23,,,,,Anthony,0623,,401310,14405,B000318,,False,Beilenson,,C.,44.0,4.72,ocd-division/country:us/state:ca/cd:23,,D,,,16,Rep.,CA,Representative,0.0,932.0,,,80.52,,,102
https://api.propublica.org/congress/v1/members/B000371.json,False,,,,1910-12-02,3,,,,,Charles,1203,,401363,633,B000371,,False,Bennett,,Edward,0.0,0.0,ocd-division/country:us/state:fl/cd:3,,D,,,44,Rep.,FL,Representative,0.0,932.0,,,75.54,,,102
https://api.propublica.org/congress/v1/members/B000392.json,False,,,,1923-11-28,2,,,,,Helen,2402,,401383,15203,B000392,,False,Bentley,,Delich,31.0,3.33,ocd-division/country:us/state:md/cd:2,,R,,,8,Rep.,MD,Representative,0.0,932.0,,,78.14,,,102
https://api.propublica.org/congress/v1/members/B000403.json,False,,,,1939-10-06,1,,,,,Douglas,3101,,400023,14605,B000403,,False,Bereuter,,K.,8.0,0.86,ocd-division/country:us/state:ne/cd:1,,R,,,14,Rep.,NE,Representative,1.0,932.0,,,79.22,,,102
https://api.propublica.org/congress/v1/members/B000410.json,False,,,1592,1941-04-15,26,,,,,Howard,0626,,400025,15004,B000410,,False,Berman,,L.,83.0,8.91,ocd-division/country:us/state:ca/cd:26,,D,,,10,Rep.,CA,Representative,0.0,932.0,RepHowardBerman,,87.28,,RepHowardBerman,102
https://api.propublica.org/congress/v1/members/B000431.json,False,,,,1921-03-27,4,,,,,Tom,0104,,401417,11000,B000431,,False,Bevill,,,50.0,5.36,ocd-division/country:us/state:al/cd:4,,D,,,26,Rep.,AL,Representative,0.0,932.0,,,81.29,,,102
https://api.propublica.org/congress/v1/members/B000462.json,False,,,,1938-05-19,1,,,,,James,3201,,401446,15402,B000462,,False,Bilbray,,H.,21.0,2.25,ocd-division/country:us/state:nv/cd:1,,D,,,6,Rep.,NV,Representative,0.0,932.0,,,82.55,,,102
https://api.propublica.org/congress/v1/members/B000463.json,False,,,,1930-07-16,9,,,,,Michael,1209,,400028,15005,B000463,,False,Bilirakis,,,34.0,3.65,ocd-division/country:us/state:fl/cd:9,,R,,,10,Rep.,FL,Representative,1.0,932.0,,,82.74,,,102
https://api.propublica.org/congress/v1/members/B000517.json,False,,,,1931-08-01,2,,,,,Lucien,4202,,401494,15848,B000517,,False,Blackwell,,E.,33.0,6.07,ocd-division/country:us/state:pa/cd:2,,D,,,2,Rep.,PA,Representative,0.0,544.0,,,86.89,,,102
https://api.propublica.org/congress/v1/members/B000551.json,True,,,,1928-02-14,At-Large,,,,,Ben,6698,,401526,15261,B000551,,False,Blaz,,Garrido,0.0,0.0,ocd-division/country:us/state:gu/cd:79,,R,,,8,Del.,GU,Delegate,0.0,0.0,,,0.0,,,102
https://api.propublica.org/congress/v1/members/B000556.json,False,,,,1932-01-28,3,,,,,Tom,5103,,400571,14802,B000556,,False,Bliley,,,18.0,1.93,ocd-division/country:us/state:va/cd:3,,R,,,12,Rep.,VA,Representative,1.0,932.0,,,85.78,,,102
https://api.propublica.org/congress/v1/members/B000586.json,False,,,,1936-09-28,25,,,,,Sherwood,3625,,400035,15006,B000586,,False,Boehlert,,L.,9.0,0.97,ocd-division/country:us/state:ny/cd:25,,R,,,10,Rep.,NY,Representative,0.0,932.0,,,63.06,,,102
https://api.propublica.org/congress/v1/members/B000589.json,False,,,16740,1949-11-17,8,,SpeakerJohnBoehner,,,John,3908,/m/039rwf,400036,15806,B000589,,False,Boehner,,A.,21.0,2.25,ocd-division/country:us/state:oh/cd:8,,R,,,2,Rep.,OH,Representative,1.0,932.0,SpeakerBoehner,http://boehner.house.gov,85.84,,johnboehner,102
https://api.propublica.org/congress/v1/members/B000619.json,False,,,,1945-06-06,12,,,,,David,2612,,400527,14407,B000619,,False,Bonior,,E.,108.0,11.59,ocd-division/country:us/state:mi/cd:12,,D,,,16,Rep.,MI,Representative,0.0,932.0,,,87.5,,,102
https://api.propublica.org/congress/v1/members/B000644.json,False,,,,1948-10-20,3,,,,,Robert,4203,,400542,15007,B000644,,False,Borski,,A.,18.0,1.93,ocd-division/country:us/state:pa/cd:3,,D,,,10,Rep.,PA,Representative,0.0,932.0,,,86.65,,,102
https://api.propublica.org/congress/v1/members/B000657.json,False,,,6736,1946-08-01,9,,,,,Rick,5109,/m/01_k5m,400043,15009,B000657,,False,Boucher,,,43.0,4.61,ocd-division/country:us/state:va/cd:9,,D,,,10,Rep.,VA,Representative,0.0,932.0,,,87.4,,,102
