api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000069.json,,,8704,1924-09-11,,,,,Daniel,/m/01rbrq,300001,14400,A000069,,False,Akaka,,S213,K.,16,2.48,2006,ocd-division/country:us/state:hi,,D,,,1,15,Sen.,HI,,"Senator, 1st Class",0,645,SenatorAkaka,,93.32,,senatorakaka,109
https://api.propublica.org/congress/v1/members/A000360.json,,N00009888,5,1940-07-03,,senatorlamaralexander,,,Lamar,/m/01rbs3,300002,40304,A000360,,False,Alexander,,S289,,15,2.33,2008,ocd-division/country:us/state:tn,,R,,https://www.alexander.senate.gov/public/?a=RSS.Feed,2,3,Sen.,TN,,"Senator, 2nd Class",0,645,SenAlexander,https://www.alexander.senate.gov/public/,92.38,15691,lamaralexander,109
https://api.propublica.org/congress/v1/members/A000109.json,,,,1943-12-02,,,,,Wayne,,300003,15801,A000109,,False,Allard,,S250,A.,4,0.62,2008,ocd-division/country:us/state:co,,R,,,2,9,Sen.,CO,,"Senator, 2nd Class",0,645,,,91.58,,,109
https://api.propublica.org/congress/v1/members/A000121.json,,,,1952-03-08,,,,,George,,300004,15847,A000121,,False,Allen,,S274,Felix,2,0.31,2006,ocd-division/country:us/state:va,,R,,,1,5,Sen.,VA,,"Senator, 1st Class",0,645,,,92.69,,,109
https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,/m/01rcm2,300005,14203,B000243,,False,Baucus,,S127,,22,3.41,2008,ocd-division/country:us/state:mt,,D,,,2,27,Sen.,MT,,"Senator, 2nd Class",0,645,,http://www.baucus.senate.gov,82.02,,SenatorBaucus,109
https://api.propublica.org/congress/v1/members/B001233.json,,,,1955-12-26,,,,,Evan,/m/01rcnr,300006,49901,B001233,,False,Bayh,,S264,,14,2.17,2010,ocd-division/country:us/state:in,,D,,,3,7,Sen.,IN,,"Senator, 3rd Class",0,645,,,90.17,,SenEvanBayh,109
https://api.propublica.org/congress/v1/members/B000382.json,,,25708,1933-09-18,,,,,Robert,/m/01xtg9,300007,49307,B000382,,False,Bennett,,S231,F.,11,1.71,2010,ocd-division/country:us/state:ut,,R,,,3,13,Sen.,UT,,"Senator, 3rd Class",0,645,,,94.01,,SenatorBennett,109
https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,,300008,14101,B000444,,False,Biden Jr.,,S010,R.,64,9.92,2008,ocd-division/country:us/state:de,,D,,,2,33,Sen.,DE,,"Senator, 2nd Class",0,645,,,90.53,,,109
https://api.propublica.org/congress/v1/members/B000468.json,,,590,1943-10-03,,,,,Jeff,/m/01xck2,300009,15101,B000468,,False,Bingaman,,S167,,16,2.48,2006,ocd-division/country:us/state:nm,,D,,,1,23,Sen.,NM,,"Senator, 1st Class",0,645,jeffbingaman,,89.51,,SenJeffBingaman,109
https://api.propublica.org/congress/v1/members/B000611.json,,,2360,1939-03-06,,,,,Christopher,/m/01_6h2,300010,15500,B000611,,False,Bond,,S200,S.,2,0.31,2010,ocd-division/country:us/state:mo,,R,,,3,19,Sen.,MO,,"Senator, 3rd Class",0,645,,,91.76,,CSBondMO,109
https://api.propublica.org/congress/v1/members/B000711.json,,,2470,1940-11-11,,senatorboxer,,,Barbara,/m/01c1n5,300011,15011,B000711,,False,Boxer,,S223,,26,4.03,2010,ocd-division/country:us/state:ca,,D,,https://www.boxer.senate.gov/rss/?p=release,3,13,Sen.,CA,,"Senator, 3rd Class",1,645,SenatorBoxer,https://www.boxer.senate.gov,92.73,,SenatorBoxer,109
https://api.propublica.org/congress/v1/members/B000953.json,,,,1956-09-12,,,,,Sam,/m/0202ny,300013,29523,B000953,,False,Brownback,,S249,,13,2.02,2010,ocd-division/country:us/state:ks,,R,,,3,11,Sen.,KS,,"Senator, 3rd Class",0,645,SenSamBrownback,,90.03,,SenatorSamBrownback,109
https://api.propublica.org/congress/v1/members/B001066.json,,,1457,1931-10-23,,,,,Jim,/m/0lbm2,300014,15405,B001066,,False,Bunning,,S265,,20,3.1,2010,ocd-division/country:us/state:ky,,R,,,3,7,Sen.,KY,,"Senator, 3rd Class",0,645,,,92.96,,SenJimBunning,109
