api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000219.json,,,,1937-03-16,,,,,William,,400927,14002,A000219,,False,Armstrong,,S134,Lester,,ocd-division/country:us/state:co,,R,,,2,1,Sen.,CO,,"Senator, 2nd Class",,,,,,,96
https://api.propublica.org/congress/v1/members/B000063.json,,,,1925-11-15,,,,,Howard,,401067,11200,B000063,,False,Baker,,,Henry,,ocd-division/country:us/state:tn,,R,,,2,13,Sen.,TN,,"Senator, 2nd Class",,,,,,,96
https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,/m/01rcm2,300005,14203,B000243,,False,Baucus,,S127,,,ocd-division/country:us/state:mt,,D,,,2,1,Sen.,MT,,"Senator, 2nd Class",,,,http://www.baucus.senate.gov,,SenatorBaucus,96
https://api.propublica.org/congress/v1/members/B000254.json,,,,1928-01-22,,,,,Birch,,401248,10800,B000254,,False,Bayh,,,Evans,,ocd-division/country:us/state:in,,D,,,3,17,Sen.,IN,,"Senator, 3rd Class",,,,,,,96
https://api.propublica.org/congress/v1/members/B000351.json,,,,,,,,,Henry,,401343,12101,B000351,,False,Bellmon,,,Louis,,ocd-division/country:us/state:ok,,R,,,3,11,Sen.,OK,,"Senator, 3rd Class",,,,,,,96
https://api.propublica.org/congress/v1/members/B000401.json,,,,1921-02-11,,,,,Lloyd,,401391,660,B000401,,False,Bentsen,,S009,Millard,,ocd-division/country:us/state:tx,,D,,,1,9,Sen.,TX,,"Senator, 1st Class",,,,,,,96
https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,,300008,14101,B000444,,False,Biden Jr.,,S010,R.,,ocd-division/country:us/state:de,,D,,,2,7,Sen.,DE,,"Senator, 2nd Class",,,,,,,96
https://api.propublica.org/congress/v1/members/B000639.json,,,,1941-04-21,,,,,David,,401604,14700,B000639,,False,Boren,,S128,Lyle,,ocd-division/country:us/state:ok,,D,,,2,1,Sen.,OK,,"Senator, 2nd Class",,,,,,,96
https://api.propublica.org/congress/v1/members/B000647.json,,,,1930-11-07,,,,,Rudolph,,401611,14701,B000647,,False,Boschwitz,,S135,Eli,,ocd-division/country:us/state:mn,,R,,,2,1,Sen.,MN,,"Senator, 2nd Class",,,,,,,96
https://api.propublica.org/congress/v1/members/B001225.json,,,,1943-07-28,,,,,William,,401709,14702,B001225,,False,Bradley,,S132,Warren,,ocd-division/country:us/state:nj,,D,,,2,1,Sen.,NJ,,"Senator, 2nd Class",,,,,,,96
