amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'', u'bill_id': u'-102', u'latest_action': None}",Senate,102,1991-03-21,Martinez Nomination,H000456,Yes,On the Nomination,Confirmed,41,1,14:01:00,"{u'not_voting': 0, u'yes': 88, u'present': 0, u'no': 12}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/41.json,,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-20,"H.R. 1281; Dire Emergency Supplemental Appropriations for Consequences of Operation Desert Shield/Desert Storm, Food Stamps, Unemployment Compensation Administration, Veterans Compensation and Pensions, and Other Urgent Needs Act of 1991",H000456,Yes,On Passage of the Bill,Passed,40,1,19:08:00,"{u'not_voting': 0, u'yes': 92, u'present': 0, u'no': 8}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/40.json,h.r.1281,NA,NA
{u'number': u'S.Amdt. 59'},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-20,Motion To Table S.Amdt.59; To eliminate or reduce certain appropriations.,H000456,Yes,On the Motion to Table ,Rejected,39,1,18:34:00,"{u'not_voting': 0, u'yes': 44, u'present': 0, u'no': 56}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/39.json,h.r.1281,NA,NA
{u'number': u'S.Amdt. 60'},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-20,Motion To Table Helms Amdt. No. 60; To restore previous law.,H000456,Yes,On the Motion to Table ,Agreed to,38,1,17:02:00,"{u'not_voting': 0, u'yes': 61, u'present': 0, u'no': 39}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/38.json,h.r.1281,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-20,"Is Cmte Amdt Germane?; Dire Emergency Supplemental Appropriations for Consequences of Operation Desert Shield/Desert Storm, Food Stamps, Unemployment Compensation Administration, Veterans Compensation and Pensions, and Other Urgent Needs Act of ...",H000456,No,Whether the Amendment is Germane,Held Germane,37,1,14:17:00,"{u'not_voting': 0, u'yes': 60, u'present': 0, u'no': 40}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/37.json,h.r.1281,NA,NA
{u'number': u'S.Amdt. 53'},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-20,Motion To Table Nickles Amdt. No. 53 Re: Jordan; To prohibit the obligation or expenditure of certain funds for Jordan.,H000456,Yes,On the Motion to Table ,Rejected,36,1,11:41:00,"{u'not_voting': 0, u'yes': 43, u'present': 0, u'no': 57}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/36.json,h.r.1281,NA,NA
{u'number': u'S.Amdt. 51'},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-20,Nickles Amdt. No.51; To stike the general provision which prohibits the increased use of helpers on Federal construction projects and barring implementation of revised apprenticeship regulations.,H000456,No,On the Amendment ,Rejected,35,1,09:19:00,"{u'not_voting': 0, u'yes': 37, u'present': 0, u'no': 63}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/35.json,h.r.1281,NA,NA
{u'number': u'S.Amdt. 48'},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-19,"Motion To Table S.Amdt. 48; To provide funds for the Homeownership and Opportunity for People Everywhere programs, and for the Shelter Plus Care: Homeless Rental Housing Assistance program.",H000456,No,On the Motion to Table ,Agreed to,34,1,19:01:00,"{u'not_voting': 0, u'yes': 52, u'present': 0, u'no': 48}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/34.json,h.r.1281,NA,NA
{u'number': u'S.Amdt. 45'},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-19,D&#39;Amato Amdt. No. 45; To provide urgently needed funds for the Department of Housing and Urban Development to administer the HOME Investment Partnerships program and the Housing and Opportunity for ...,H000456,No,On the Amendment ,Rejected,33,1,18:15:00,"{u'not_voting': 0, u'yes': 40, u'present': 0, u'no': 60}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/33.json,h.r.1281,NA,NA
{u'number': u'S.Amdt. 43'},"{u'api_uri': None, u'title': None, u'number': u'H.R..1281', u'bill_id': u'h.r.1281-102', u'latest_action': None}",Senate,102,1991-03-19,"Leahy Amdt. No. 43; To establish on a temporary basis a minimum basic formula price for the computation of Class I milk prices, and to establish minimum planting requirements of ...",H000456,Yes,On the Amendment ,Agreed to,32,1,16:44:00,"{u'not_voting': 0, u'yes': 60, u'present': 0, u'no': 40}",https://api.propublica.org/congress/v1/102/senate/sessions/1/votes/32.json,h.r.1281,NA,NA
