api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000062.json,,,,1892-08-20,,,,,George,,400722,52,A000062,,False,Aiken,,,David,,ocd-division/country:us/state:vt,,R,,,3,23,Sen.,VT,,"Senator, 3rd Class",,,,,,,88
https://api.propublica.org/congress/v1/members/A000161.json,,,,1907-01-02,,,,,Gordon,,400816,142,A000161,,False,Allott,,,Llewellyn,,ocd-division/country:us/state:co,,R,,,2,9,Sen.,CO,,"Senator, 2nd Class",,,,,,,88
https://api.propublica.org/congress/v1/members/A000186.json,,,,1895-10-23,,,,,Clinton,,400841,165,A000186,,False,Anderson,,,Presba,,ocd-division/country:us/state:nm,,D,,,2,15,Sen.,NM,,"Senator, 2nd Class",,,,,,,88
https://api.propublica.org/congress/v1/members/B000201.json,,,,1904-04-20,,,,,Edward,,401200,486,B000201,,False,Bartlett,,,Lewis,,ocd-division/country:us/state:ak,,D,,,2,5,Sen.,AK,,"Senator, 2nd Class",,,,,,,88
https://api.propublica.org/congress/v1/members/B000223.json,,,,1918-03-17,,,,,Ross,,401219,504,B000223,,False,Bass,,,,,ocd-division/country:us/state:tn,,D,,,2,1,Sen.,TN,,"Senator, 2nd Class",,,,,,,88
https://api.propublica.org/congress/v1/members/B000254.json,,,,1928-01-22,,,,,Birch,,401248,10800,B000254,,False,Bayh,,,Evans,,ocd-division/country:us/state:in,,D,,,3,1,Sen.,IN,,"Senator, 3rd Class",,,,,,,88
https://api.propublica.org/congress/v1/members/B000271.json,,,,1894-06-05,,,,,James,,401265,546,B000271,,False,Beall,,,Glenn,,ocd-division/country:us/state:md,,R,,,1,11,Sen.,MD,,"Senator, 1st Class",,,,,,,88
https://api.propublica.org/congress/v1/members/B000384.json,,,,1898-11-13,,,,,Wallace,,401375,645,B000384,,False,Bennett,,,Foster,,ocd-division/country:us/state:ut,,R,,,3,13,Sen.,UT,,"Senator, 3rd Class",,,,,,,88
https://api.propublica.org/congress/v1/members/B000436.json,,,,1909-11-20,,,,,Alan,,401422,688,B000436,,False,Bible,,,Harvey,,ocd-division/country:us/state:nv,,D,,,3,9,Sen.,NV,,"Senator, 3rd Class",,,,,,,88
https://api.propublica.org/congress/v1/members/B000593.json,,,,1909-05-15,,,,,James,,401561,823,B000593,,False,Boggs,,,Caleb,,ocd-division/country:us/state:de,,R,,,2,3,Sen.,DE,,"Senator, 2nd Class",,,,,,,88
