api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000360.json,,N00009888,5,1940-07-03,,senatorlamaralexander,,P60003225,Lamar,/m/01rbs3,300002,40304,A000360,,False,Alexander,,S289,,14,2.79,2020,ocd-division/country:us/state:tn,,R,,https://www.alexander.senate.gov/public/?a=RSS.Feed,2,13,Sen.,TN,,"Senator, 2nd Class",0,502,SenAlexander,https://www.alexander.senate.gov/public/,85.45,15691,lamaralexander,114
https://api.propublica.org/congress/v1/members/A000368.json,,,95241,1968-06-27,,kellyayottenh,,S0NH00235,Kelly,/m/0g9g4r,412493,41106,A000368,,False,Ayotte,,S340,,7,1.39,2016,ocd-division/country:us/state:nh,,R,,http://www.ayotte.senate.gov/rss/,3,5,Sen.,NH,,"Senator, 3rd Class",0,502,KellyAyotte,http://www.ayotte.senate.gov,79.39,,SenatorAyotte,114
https://api.propublica.org/congress/v1/members/B001230.json,,N00004367,57884,1962-02-11,,TammyBaldwin,,S2WI00219,Tammy,/m/024v02,400013,29940,B001230,,False,Baldwin,,S354,,0,0.0,2018,ocd-division/country:us/state:wi,,D,,https://www.baldwin.senate.gov/rss/feeds/?type=all,1,3,Sen.,WI,,"Senator, 1st Class",0,502,SenatorBaldwin,https://www.baldwin.senate.gov/,94.42,3470,witammybaldwin,114
https://api.propublica.org/congress/v1/members/B001261.json,,N00006236,1024777,1952-07-21,,johnbarrasso,,S6WY00068,John,/m/02rsm32,412251,40707,B001261,,False,Barrasso,,S317,,1,0.2,2018,ocd-division/country:us/state:wy,,R,,https://www.barrasso.senate.gov/public/?a=rss.feed,1,9,Sen.,WY,,"Senator, 1st Class",0,502,SenJohnBarrasso,https://www.barrasso.senate.gov/,93.21,52662,barrassowyo,114
https://api.propublica.org/congress/v1/members/B001267.json,,N00030608,1031622,1964-11-28,,senbennetco,,S0CO00211,Michael,/m/05b60qf,412330,40910,B001267,,False,Bennet,,S330,,0,0.0,2016,ocd-division/country:us/state:co,,D,,,3,7,Sen.,CO,,"Senator, 3rd Class",0,502,SenBennetCo,https://www.bennet.senate.gov/,90.44,110942,SenatorBennet,114
https://api.propublica.org/congress/v1/members/B001277.json,,N00031685,21799,1946-02-13,,SenBlumenthal,,S0CT00177,Richard,/m/03tg8m,412490,41101,B001277,,False,Blumenthal,,S341,,2,0.4,2016,ocd-division/country:us/state:ct,,D,,https://www.blumenthal.senate.gov/rss/feeds/?type=press,3,5,Sen.,CT,,"Senator, 3rd Class",0,502,SenBlumenthal,https://www.blumenthal.senate.gov/,96.2,1568,SenatorBlumenthal,114
https://api.propublica.org/congress/v1/members/B000575.json,,N00005195,45465,1950-01-10,,SenatorBlunt,,S0MO00183,Roy,/m/034fn4,400034,29735,B000575,,False,Blunt,,S342,,22,4.38,2016,ocd-division/country:us/state:mo,,R,,https://www.blunt.senate.gov/public/?a=RSS.Feed,3,5,Sen.,MO,,"Senator, 3rd Class",0,502,RoyBlunt,https://www.blunt.senate.gov/public/,90.83,418,SenatorBlunt,114
https://api.propublica.org/congress/v1/members/B001288.json,,N00035267,84679,1969-04-27,,,,S4NJ00185,Cory,/m/06p430,412598,41308,B001288,,False,Booker,,S370,,8,1.59,2020,ocd-division/country:us/state:nj,,D,,https://www.booker.senate.gov/rss/,2,3,Sen.,NJ,,"Senator, 2nd Class",0,502,CoryBooker,https://www.booker.senate.gov/,94.74,76151,SenCoryBooker,114
https://api.propublica.org/congress/v1/members/B001236.json,,N00013873,92069,1950-12-10,,JohnBoozman,,S0AR00150,John,/m/024s3v,400040,20101,B001236,,False,Boozman,,S343,,4,0.8,2016,ocd-division/country:us/state:ar,,R,,https://www.boozman.senate.gov/public/index.cfm/rss/feed,3,5,Sen.,AR,,"Senator, 3rd Class",0,502,JohnBoozman,https://www.boozman.senate.gov/public/,93.57,27958,BoozmanPressOffice,114
https://api.propublica.org/congress/v1/members/B000711.json,,,2470,1940-11-11,,senatorboxer,,P80003247,Barbara,/m/01c1n5,300011,15011,B000711,,False,Boxer,,S223,,67,13.35,2016,ocd-division/country:us/state:ca,,D,,https://www.boxer.senate.gov/rss/?p=release,3,23,Sen.,CA,,"Senator, 3rd Class",0,502,SenatorBoxer,https://www.boxer.senate.gov,93.56,,SenatorBoxer,114
https://api.propublica.org/congress/v1/members/B000944.json,,N00003535,5051,1952-11-09,,,,S6OH00163,Sherrod,/m/034s80,400050,29389,B000944,,False,Brown,,S307,,11,2.19,2018,ocd-division/country:us/state:oh,,D,,https://www.brown.senate.gov/rss/feeds/?type=all&,1,9,Sen.,OH,,"Senator, 1st Class",0,502,SenSherrodBrown,https://www.brown.senate.gov/,93.48,27018,SherrodBrownOhio,114
https://api.propublica.org/congress/v1/members/B001135.json,,N00002221,31054,1955-11-30,,SenatorRichardBurr,,H2NC05074,Richard,/m/03g_s9,400054,29548,B001135,,False,Burr,,S300,M.,3,0.6,2016,ocd-division/country:us/state:nc,,R,,,3,11,Sen.,NC,,"Senator, 3rd Class",0,502,SenatorBurr,https://www.burr.senate.gov/,91.78,21787,SenatorRichardBurr,114
https://api.propublica.org/congress/v1/members/C000127.json,,N00007836,26137,1958-10-13,,senatorcantwell,,H2WA01054,Maria,/m/01x68t,300018,39310,C000127,,False,Cantwell,,S275,,0,0.0,2018,ocd-division/country:us/state:wa,,D,,,1,15,Sen.,WA,,"Senator, 1st Class",0,502,SenatorCantwell,https://www.cantwell.senate.gov/,93.63,27122,SenatorCantwell,114
https://api.propublica.org/congress/v1/members/C001047.json,,N00009771,83737,1953-11-26,,senshelley,,S4WV00159,Shelley,/m/024pwq,400061,20146,C001047,,False,Capito,,S372,Moore,4,0.8,2020,ocd-division/country:us/state:wv,,R,,,2,1,Sen.,WV,,"Senator, 2nd Class",0,502,SenCapito,https://www.capito.senate.gov/,88.55,11701,UCbiXdR4XQ3vD9Xp5lfR9QXw,114
https://api.propublica.org/congress/v1/members/C000141.json,,N00001955,4004,1943-10-05,,senatorbencardin,,S6MD03177,Benjamin,/m/025k3k,400064,15408,C000141,,False,Cardin,,S308,L.,0,0.0,2018,ocd-division/country:us/state:md,,D,,,1,9,Sen.,MD,,"Senator, 1st Class",0,502,SenatorCardin,https://www.cardin.senate.gov/,95.82,26888,senatorcardin,114
https://api.propublica.org/congress/v1/members/C000174.json,,N00012508,663,1947-01-23,,tomcarper,,S8DE00079,Thomas,/m/01xw7t,300019,15015,C000174,,False,Carper,,S277,R.,13,2.59,2018,ocd-division/country:us/state:de,,D,,https://www.carper.senate.gov/public/index.cfm/rss/feed,1,15,Sen.,DE,,"Senator, 1st Class",0,502,SenatorCarper,https://www.carper.senate.gov/public/,89.57,22421,senatorcarper,114
https://api.propublica.org/congress/v1/members/C001070.json,,N00027503,47036,1960-04-13,,SenatorBobCasey,,S6PA00217,Bob,/m/047ymw,412246,40703,C001070,,False,Casey,,S309,,5,1.0,2018,ocd-division/country:us/state:pa,,D,,https://www.casey.senate.gov/rss/feeds/?all,1,9,Sen.,PA,,"Senator, 1st Class",0,502,SenBobCasey,https://www.casey.senate.gov/,91.75,2541,SenatorBobCasey,114
https://api.propublica.org/congress/v1/members/C001075.json,,N00030245,1030546,1957-09-28,,,,S4LA00107,Bill,/m/0286t7r,412269,20919,C001075,,False,Cassidy,,S373,,6,1.2,2020,ocd-division/country:us/state:la,,R,,,2,1,Sen.,LA,,"Senator, 2nd Class",0,502,,https://www.cassidy.senate.gov/,92.94,69494,SenatorBillCassidy,114
https://api.propublica.org/congress/v1/members/C000542.json,,,6080,1943-05-16,,180671148633644,,S0IN00053,Daniel,/m/0jl26,402675,14806,C000542,,False,Coats,,S212,,15,2.99,2016,ocd-division/country:us/state:in,,R,,http://www.coats.senate.gov/rss/feeds/?type=press,3,5,Sen.,IN,,"Senator, 3rd Class",0,502,SenDanCoats,http://www.coats.senate.gov,90.76,,SenatorCoats,114
https://api.propublica.org/congress/v1/members/C000567.json,,N00003328,1200,1937-12-07,,,,S8MS00055,Thad,/m/01fmcd,300023,14009,C000567,,False,Cochran,,S136,,8,1.59,2020,ocd-division/country:us/state:ms,,R,,https://www.cochran.senate.gov/public/index.cfm/rss/taggedfeed?Type=news-releases&region=&issue=,2,37,Sen.,MS,,"Senator, 2nd Class",0,502,SenThadCochran,https://www.cochran.senate.gov/,89.88,53312,sencochran,114
https://api.propublica.org/congress/v1/members/C001035.json,,N00000491,45738,1952-12-07,,susancollins,,S6ME00159,Susan,/m/020y8m,300025,49703,C001035,,False,Collins,,S252,,0,0.0,2020,ocd-division/country:us/state:me,,R,,https://www.collins.senate.gov/?q=rss.xml,2,19,Sen.,ME,,"Senator, 2nd Class",0,502,SenatorCollins,https://www.collins.senate.gov/,73.9,379,SenatorSusanCollins,114
https://api.propublica.org/congress/v1/members/C001088.json,,N00031820,9269028,1963-09-09,,senatorchriscoons,,S0DE00092,Christopher,/m/082d3d,412390,40916,C001088,,False,Coons,,S337,A.,18,3.59,2020,ocd-division/country:us/state:de,,D,,https://www.coons.senate.gov/rss/feeds/?type=press,2,7,Sen.,DE,,"Senator, 2nd Class",0,502,SenCoonsOffice,https://www.coons.senate.gov/,95.45,122834,senatorchriscoons,114
https://api.propublica.org/congress/v1/members/C001071.json,,N00027441,1021114,1952-08-24,,bobcorker,,S4TN00187,Bob,/m/0d9fz3,412248,40705,C001071,,False,Corker,,S310,,14,2.79,2018,ocd-division/country:us/state:tn,,R,,https://www.corker.senate.gov/public/index.cfm/rss/feed,1,9,Sen.,TN,,"Senator, 1st Class",0,502,SenBobCorker,https://www.corker.senate.gov/,88.11,65905,senatorcorker,114
https://api.propublica.org/congress/v1/members/C001056.json,,N00024852,93131,1952-02-02,,sen.johncornyn,,S2TX00106,John,/m/01xcqs,300027,40305,C001056,,False,Cornyn,,S287,,9,1.79,2020,ocd-division/country:us/state:tx,,R,,,2,13,Sen.,TX,,"Senator, 2nd Class",0,502,JohnCornyn,https://www.cornyn.senate.gov/,92.49,15375,senjohncornyn,114
