amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'A bill to designate the facility of the United States Postal Service located at 2105 East Cook Street in Springfield, Illinois, as the &quot;Colonel John H. Wilson, Jr. Post Office Building&quot;.', u'number': u'S 234', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/s234.json', u'latest_action': u'Became Public Law No: 111-7', u'sponsor_id': u'D000563', u'bill_id': u's234-111'}",House,111,2009-02-24,"Colonel John H. Wilson, Jr. Post Office Building",S001153,Not Voting,On Motion to Suspend the Rules and Pass,Passed,79,1,14:31:00,"{u'not_voting': 15, u'yes': 417, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/79.json,s234,D000563,https://api.propublica.org/congress/v1/111/bills/s234.json
{},"{u'title': u'Recognizing the significance of Black History Month.', u'number': u'H RES 83', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres83.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'G000553', u'bill_id': u'hres83-111'}",House,111,2009-02-24,Whereas the first Africans were brought involuntarily to the shores of America as early as the 17th century; ,S001153,Not Voting,On Motion to Suspend the Rules and Agree,Passed,78,1,14:24:00,"{u'not_voting': 12, u'yes': 420, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/78.json,hres83,G000553,https://api.propublica.org/congress/v1/111/bills/hres83.json
{},"{u'title': u'South Orange County Recycled Water Enhancement Act', u'number': u'H R 637', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr637.json', u'latest_action': u'Senate committee/subcommittee actions. Status: Committee on Energy and Natural Resources Subcommittee on Water and Power. Hearings held.', u'sponsor_id': u'C000059', u'bill_id': u'hr637-111'}",House,111,2009-02-24,South Orange County Recycled Water Enhancement Act ,S001153,Not Voting,On Motion to Suspend the Rules and Pass,Passed,77,1,14:17:00,"{u'not_voting': 14, u'yes': 402, u'present': 0, u'no': 16}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/77.json,hr637,C000059,https://api.propublica.org/congress/v1/111/bills/hr637.json
{},"{u'title': u'Captive Primate Safety Act', u'number': u'H R 80', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr80.json', u'latest_action': u'Placed on Senate Legislative Calendar under General Orders. Calendar No. 118.', u'sponsor_id': u'B000574', u'bill_id': u'hr80-111'}",House,111,2009-02-24,Captive Primate Safety Act ,S001153,Not Voting,On Motion to Suspend the Rules and Pass,Passed,76,1,14:09:00,"{u'not_voting': 14, u'yes': 323, u'present': 0, u'no': 95}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/76.json,hr80,B000574,https://api.propublica.org/congress/v1/111/bills/hr80.json
{},"{u'api_uri': None, u'title': None, u'number': u'JOURNAL', u'bill_id': u'journal-111', u'latest_action': None}",House,111,2009-02-24,,S001153,Not Voting,On Approving the Journal,Passed,75,1,13:50:00,"{u'not_voting': 27, u'yes': 242, u'present': 0, u'no': 163}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/75.json,journal,NA,NA
{},"{u'title': u'Box Elder Utah Land Conveyance Act', u'number': u'H R 601', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr601.json', u'latest_action': u'Placed on Senate Legislative Calendar under General Orders. Calendar No. 541.', u'sponsor_id': u'B001250', u'bill_id': u'hr601-111'}",House,111,2009-02-23,Box Elder Utah Land Conveyance Act ,S001153,Not Voting,On Motion to Suspend the Rules and Pass,Passed,74,1,19:19:00,"{u'not_voting': 35, u'yes': 396, u'present': 0, u'no': 1}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/74.json,hr601,B001250,https://api.propublica.org/congress/v1/111/bills/hr601.json
{},"{u'title': u'Guam World War II Loyalty Recognition Act', u'number': u'H R 44', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr44.json', u'latest_action': u'Referred to Senate committee. Status: Referred to the Committee on the Judiciary.', u'sponsor_id': u'B001245', u'bill_id': u'hr44-111'}",House,111,2009-02-23,Guam World War II Loyalty Recognition Act ,S001153,Not Voting,On Motion to Suspend the Rules and Pass,Passed,73,1,19:09:00,"{u'not_voting': 34, u'yes': 299, u'present': 0, u'no': 99}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/73.json,hr44,B001245,https://api.propublica.org/congress/v1/111/bills/hr44.json
{},"{u'title': u'Stop Child Abuse in Residential Programs for Teens Act of 2009', u'number': u'H R 911', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr911.json', u'latest_action': u'Subcommittee on Healthy Families and Communities Discharged.', u'sponsor_id': u'M000725', u'bill_id': u'hr911-111'}",House,111,2009-02-23,Stop Child Abuse in Residential Programs for Teens Act of 2009 ,S001153,Not Voting,On Motion to Suspend the Rules and Pass,Passed,72,1,19:01:00,"{u'not_voting': 35, u'yes': 295, u'present': 0, u'no': 102}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/72.json,hr911,M000725,https://api.propublica.org/congress/v1/111/bills/hr911.json
{},"{u'title': u'Commemorating the life and legacy of President Abraham Lincoln on the bicentennial of his birth.', u'number': u'H RES 139', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres139.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'H001040', u'bill_id': u'hres139-111'}",House,111,2009-02-13,Commemorating the life and legacy of President Abraham Lincoln on the bicentennial of his birth,S001153,Yes,On Motion to Suspend the Rules and Agree,Passed,71,1,14:40:00,"{u'not_voting': 29, u'yes': 403, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/71.json,hres139,H001040,https://api.propublica.org/congress/v1/111/bills/hres139.json
{},"{u'title': u'Making supplemental appropriations for job preservation and creation, infrastructure investment, energy efficiency and science, assistance to the unemployed, and State and local fiscal stabilization, for fiscal year ending September 30, 2009, and for other purposes.', u'number': u'H R 1', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr1.json', u'latest_action': u'Became Public Law No: 111-5', u'sponsor_id': u'P000197', u'bill_id': u'hr1-111'}",House,111,2009-02-13,Making supplemental appropriations for fiscal year ending 2009,S001153,Yes,On Agreeing to the Conference Report,Passed,70,1,14:24:00,"{u'not_voting': 3, u'yes': 246, u'present': 1, u'no': 183}",https://api.propublica.org/congress/v1/111/house/sessions/1/votes/70.json,hr1,P000197,https://api.propublica.org/congress/v1/111/bills/hr1.json
