amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'api_uri': None, u'title': None, u'number': u'H.R..7', u'bill_id': u'h.r.7-101', u'latest_action': None}",Senate,101,1990-04-05,H.R. 7; Tribal Economic Development and Technology Related Education Assistance Act of 1989 Tribally Controlled Applied Technology Institutions Support Act of 1989 Carl D. Perkins Applied Technology Education Act Tech-Prep ...,M000250,Not Voting,On Passage of the Bill,Passed,57,2,14:13:00,"{u'not_voting': 4, u'yes': 96, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/57.json,h.r.7,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'', u'bill_id': u'-101', u'latest_action': None}",Senate,101,1990-04-04,Nomination - Ryan,M000250,Not Voting,On the Nomination,Confirmed,56,2,17:12:00,"{u'not_voting': 1, u'yes': 62, u'present': 0, u'no': 37}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/56.json,,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-04-03,S. 1630 - Clean Air Act; Clean Air Act Amendments of 1990 Clean Air Employment Transition Act,M000250,Yes,On Passage of the Bill,Passed,55,2,21:02:00,"{u'not_voting': 0, u'yes': 89, u'present': 0, u'no': 11}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/55.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1457'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-04-03,Motion to Table Amdt. No. 1457; To provide that nothing would prohibit States or localities from implementing more stringent standards for radio-nuclides.,M000250,No,On the Motion to Table ,Rejected,54,2,20:35:00,"{u'not_voting': 0, u'yes': 33, u'present': 0, u'no': 67}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/54.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1456'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-04-03,Dole - Nickles - Heflin Amdt. No. 1456; To establish operating permits to facilitate enforcement and to provide a process for implementing new control requirements.,M000250,No,On the Amendment ,Rejected,53,2,20:02:00,"{u'not_voting': 0, u'yes': 49, u'present': 0, u'no': 51}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/53.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1439'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-04-03,"Motion to Table Amdt. No. 1439; To allow communities to decide whether or not plants exceeding the emission limitations imposed by subsection 112 (f) of the Clean Air Act do, ...",M000250,Not Voting,On the Motion to Table ,Agreed to,52,2,15:08:00,"{u'not_voting': 3, u'yes': 82, u'present': 0, u'no': 15}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/52.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1432'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-04-03,Motion to Table Amdt. No. 1432; To redefine the terms &#39;repowering&#39; and &#39;qualifying phase I technology&#39;.,M000250,Not Voting,On the Motion to Table ,Agreed to,51,2,12:35:00,"{u'not_voting': 4, u'yes': 65, u'present': 0, u'no': 31}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/51.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1431'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-04-03,Motion to Table Amdt. No. 1431; To restrict the importation of electricity generated from foreign fossil fuel utilities.,M000250,Not Voting,On the Motion to Table ,Agreed to,50,2,11:46:00,"{u'not_voting': 3, u'yes': 57, u'present': 0, u'no': 40}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/50.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1438'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-04-03,Motion to Table Amdt. No. 1438; Applicability of new source requirements to certain upgrades of existing facilities under titles I and IV.,M000250,Not Voting,On the Motion to Table ,Agreed to,49,2,11:03:00,"{u'not_voting': 3, u'yes': 64, u'present': 0, u'no': 33}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/49.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1423'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-29,Motion to Table Amdt. No. 1423; To provide for the use of oxygenated fuels and other benign additives to replace the toxic aromatics that are now used to boost octane ...,M000250,Not Voting,On the Motion to Table ,Rejected,48,2,19:24:00,"{u'not_voting': 1, u'yes': 30, u'present': 0, u'no': 69}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/48.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1329'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-29,Byrd Amdt. No. 1329 - Further Modified; To provide benefits for terminated coal mine workers.,M000250,Yes,On the Amendment ,Rejected,47,2,15:09:00,"{u'not_voting': 1, u'yes': 49, u'present': 0, u'no': 50}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/47.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1411'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-28,Motion to Table Amdt. No. 1411; To provide solar and renewable energy regulatory incentives.,M000250,Not Voting,On the Motion to Table ,Rejected,46,2,15:43:00,"{u'not_voting': 3, u'yes': 40, u'present': 0, u'no': 57}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/46.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1330'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-28,Motion to Table Amdt. No. 1330; To provide a tax credit for equipment necessary to meet acid rain reduction standards.,M000250,Not Voting,On the Motion to Table ,Agreed to,45,2,12:15:00,"{u'not_voting': 3, u'yes': 71, u'present': 0, u'no': 26}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/45.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1373'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-27,Nickles Amdt. No. 1373; To insert a new title V and VI.,M000250,Not Voting,On the Amendment ,Rejected,44,2,14:39:00,"{u'not_voting': 2, u'yes': 47, u'present': 1, u'no': 50}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/44.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1373'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-27,Motion to Table Amdt. No. 1373; To insert a new title V and VI.,M000250,Not Voting,On the Motion to Table ,Rejected,43,2,09:30:00,"{u'not_voting': 3, u'yes': 47, u'present': 0, u'no': 50}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/43.json,s.1630,NA,NA
{},"{u'api_uri': None, u'title': None, u'number': u'S.Con.Res..108', u'bill_id': u's.con.res.108-101', u'latest_action': None}",Senate,101,1990-03-22,S.Con.Res. 108; A concurrent resolution concerning the right of self-determination of the Lithuanian people.,M000250,Not Voting,On the Concurrent Resolution,Agreed to,42,2,22:09:00,"{u'not_voting': 7, u'yes': 93, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/42.json,s.con.res.108,NA,NA
{u'number': u'S.Amdt. 1372'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-22,Motion to Table Amdt. No. 1372; To waive provisions of Title III requiring catalytic emission reductions if they cannot be attained through other means that do not increase the United ...,M000250,Not Voting,On the Motion to Table ,Agreed to,41,2,20:14:00,"{u'not_voting': 4, u'yes': 91, u'present': 0, u'no': 5}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/41.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1321'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-22,Motion to Table Amdt. No. 1321; To express the sense of the Senate regarding provisions that should be included in the bill by the House of Representatives concerning global environmental ...,M000250,Not Voting,On the Motion to Table ,Agreed to,40,2,18:55:00,"{u'not_voting': 1, u'yes': 52, u'present': 0, u'no': 47}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/40.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1355'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-21,Helms Amdt. No. 1355; Urging the President to recognize and establish relations with the current democratic government of Lithuania.,M000250,Not Voting,On the Amendment ,Rejected,39,2,19:21:00,"{u'not_voting': 5, u'yes': 36, u'present': 0, u'no': 59}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/39.json,s.1630,NA,NA
{u'number': u'S.Amdt. 1354'},"{u'api_uri': None, u'title': None, u'number': u'S..1630', u'bill_id': u's.1630-101', u'latest_action': None}",Senate,101,1990-03-21,Adams Amdt. No. 1354; Relating to visibility in national parks and wilderness areas.,M000250,Yes,On the Amendment ,Agreed to,38,2,17:28:00,"{u'not_voting': 1, u'yes': 92, u'present': 0, u'no': 7}",https://api.propublica.org/congress/v1/101/senate/sessions/2/votes/38.json,s.1630,NA,NA
