api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000370.json,False,,N00035451,76386,1946-05-27,12,,CongresswomanAdams,,,Alma,3712,/m/02b45d,412607,21545,A000370,,False,Adams,,,2,4.17,,ocd-division/country:us/state:nc/cd:12,,D,,https://adams.house.gov/rss.xml,2,Rep.,NC,Representative,0,48,RepAdams,https://adams.house.gov/,97.83,5935,,113
https://api.propublica.org/congress/v1/members/A000055.json,False,,N00003028,45516,1965-07-22,4,0.466,RobertAderholt,,,Robert,0104,/m/024p03,400004,29701,A000055,0.844847943,False,Aderholt,,B.,110,9.23,2014,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,18,Rep.,AL,Representative,0,1192,Robert_Aderholt,https://aderholt.house.gov/,93.99,441,RobertAderholt,113
https://api.propublica.org/congress/v1/members/A000361.json,False,,,1004256,1946-12-05,5,0.441,RepRodneyAlexander,,,Rodney,2205,/m/025jxc,400006,90327,A000361,0.615240126,False,Alexander,,,12,2.45,2014,ocd-division/country:us/state:la/cd:5,,R,,,12,Rep.,LA,Representative,0,490,USRepAlexander,,92.47,,RepRodneyMAlexander,113
https://api.propublica.org/congress/v1/members/A000367.json,False,,N00031938,1033767,1980-04-18,3,0.995,repjustinamash,,,Justin,2603,/m/0c00p_n,412438,21143,A000367,0.521346012,False,Amash,,,0,0.0,,ocd-division/country:us/state:mi/cd:3,,R,,https://amash.house.gov/rss.xml,4,Rep.,MI,Representative,2,1192,,https://amash.house.gov/,77.01,105566,repjustinamash,113
https://api.propublica.org/congress/v1/members/A000369.json,False,,N00031177,62817,1958-06-12,2,0.666,MarkAmodeiNV2,,,Mark,3202,/m/03bzdkn,412500,21196,A000369,0.850284197,False,Amodei,,,95,7.97,,ocd-division/country:us/state:nv/cd:2,,R,,https://amodei.house.gov/rss/news-releases.xml,4,Rep.,NV,Representative,0,1192,MarkAmodeiNV2,https://amodei.house.gov/,94.17,12537,markamodeinv2,113
https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,-0.387,,,,Robert,3401,,400008,29132,A000210,-0.962338518,False,Andrews,,E.,10,1.45,2014,ocd-division/country:us/state:nj/cd:1,,D,,,26,Rep.,NJ,Representative,1,692,RepAndrews,http://andrews.house.gov/,90.32,,,113
https://api.propublica.org/congress/v1/members/B001256.json,False,,,1021492,1956-04-06,6,0.803,RepMicheleBachmann,,,Michele,2706,/m/06jm4y,412216,20728,B001256,0.888131092,False,Bachmann,,,96,8.05,2014,ocd-division/country:us/state:mn/cd:6,,R,,,8,Rep.,MN,Representative,0,1192,MicheleBachmann,http://bachmann.house.gov,93.89,,RepMicheleBachmann,113
https://api.propublica.org/congress/v1/members/B000013.json,False,,,26397,1947-12-28,6,0.564,SpencerBachus,,,Spencer,0106,/m/024p0v,400010,29301,B000013,0.664485337,False,Bachus,,,31,2.6,2014,ocd-division/country:us/state:al/cd:6,,R,,,22,Rep.,AL,Representative,0,1192,BachusAL06,http://bachus.house.gov,92.94,,congressmanbachus,113
https://api.propublica.org/congress/v1/members/B001279.json,False,,,31093,1945-08-25,2,-0.115,RepRonBarber,,,Ron,0402,/m/0k0qntf,412502,21199,B001279,-0.281236498,False,Barber,,,33,2.77,2014,ocd-division/country:us/state:az/cd:2,,D,,,4,Rep.,AZ,Representative,0,1192,RepRonBarber,http://barber.house.gov,75.5,,RepRonBarber,113
https://api.propublica.org/congress/v1/members/B001269.json,False,,N00025495,29618,1956-01-28,11,0.393,CongressmanLouBarletta,,,Lou,4211,/m/03wcvjl,412469,21171,B001269,0.61629578,False,Barletta,,,27,2.27,,ocd-division/country:us/state:pa/cd:11,,R,,https://barletta.house.gov/rss.xml,4,Rep.,PA,Representative,0,1192,RepLouBarletta,https://barletta.house.gov/,93.56,47143,reploubarletta,113
https://api.propublica.org/congress/v1/members/B001282.json,False,,N00031233,61848,1973-07-24,6,0.767,RepAndyBarr,,,Andy,2106,/m/0ddc6r6,412541,21333,B001282,1.018471332,False,Barr,,,5,0.42,,ocd-division/country:us/state:ky/cd:6,,R,,https://barr.house.gov/rss.xml,2,Rep.,KY,Representative,0,1192,RepAndyBarr,https://barr.house.gov/,94.86,117290,RepAndyBarr,113
https://api.propublica.org/congress/v1/members/B001252.json,False,,,1012025,1955-10-31,12,-0.156,CongressmanJohnBarrow,,,John,1312,/m/056gyc,400628,20507,B001252,-0.193604155,False,Barrow,,,0,0.0,2014,ocd-division/country:us/state:ga/cd:12,,D,,,10,Rep.,GA,Representative,0,1192,RepJohnBarrow,http://barrow.house.gov,67.7,,RepJohnBarrow,113
https://api.propublica.org/congress/v1/members/B000213.json,False,,N00005656,5248,1949-09-15,6,0.709,RepJoeBarton,,,Joe,4806,/m/03rspq,400018,15085,B000213,0.828795081,False,Barton,,L.,76,6.38,2014,ocd-division/country:us/state:tx/cd:6,,R,,,30,Rep.,TX,Representative,0,1192,RepJoeBarton,https://joebarton.house.gov/,94.27,27082,repjoebarton,113
https://api.propublica.org/congress/v1/members/B001270.json,False,,N00031877,62502,1953-10-03,37,-0.51,RepKarenBass,,,Karen,0637,/m/027g9m6,412404,21110,B001270,-1.684111097,False,Bass,,,139,11.66,,ocd-division/country:us/state:ca/cd:37,,D,,https://bass.house.gov/rss.xml,4,Rep.,CA,Representative,1,1192,RepKarenBass,https://bass.house.gov/,93.45,28963,RepKarenBass,113
https://api.propublica.org/congress/v1/members/B001281.json,False,,N00033904,67294,1950-03-12,3,-0.444,RepJoyceBeatty,,,Joyce,3903,/m/03lcwb,412565,21352,B001281,-1.239606501,False,Beatty,,,23,1.93,,ocd-division/country:us/state:oh/cd:3,,D,,https://beatty.house.gov/rss.xml,2,Rep.,OH,Representative,1,1192,RepBeatty,https://beatty.house.gov/,96.07,2427,,113
https://api.propublica.org/congress/v1/members/B000287.json,False,,,26567,1958-01-26,34,-0.446,XavierBecerra,,,Xavier,0634,/m/024trk,400021,29316,B000287,-1.808374264,False,Becerra,,,40,3.36,2014,ocd-division/country:us/state:ca/cd:34,,D,,https://becerra.house.gov/rss/press-releases.xml,22,Rep.,CA,Representative,1,1192,RepBecerra,http://becerra.house.gov,95.57,,XavierBecerra,113
https://api.propublica.org/congress/v1/members/B001271.json,False,,,61860,1952-04-20,1,0.9,CongressmanDan,,,Dan,2601,/m/0bmf7qt,412436,21141,B001271,0.730263632,False,Benishek,,,35,2.94,,ocd-division/country:us/state:mi/cd:1,,R,,http://benishek.house.gov/rss.xml,4,Rep.,MI,Representative,2,1192,CongressmanDan,http://benishek.house.gov,90.32,,,113
https://api.propublica.org/congress/v1/members/B001280.json,False,,,79627,1951-10-06,11,0.936,repkerryb,,,Kerry,2611,/m/0jwtq8b,412547,21336,B001280,1.002272623,False,Bentivolio,,,6,0.5,,ocd-division/country:us/state:mi/cd:11,,R,,,2,Rep.,MI,Representative,0,1192,RepKerryB,http://bentivolio.house.gov,91.4,,repkerry,113
