api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,1938-06-26,1,,,,,Neil,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,,,45,3.36,ocd-division/country:us/state:hi/cd:1,,D,,,8,Rep.,HI,Representative,2,1340,neilabercrombie,,83.01,,hawaiirep1,104
https://api.propublica.org/congress/v1/members/A000022.json,False,,,1002061,1942-11-19,5,,,,,Gary,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,,L.,99,7.39,ocd-division/country:us/state:ny/cd:5,,D,,,14,Rep.,NY,Representative,0,1340,repgaryackerman,,90.57,,RepAckerman,104
https://api.propublica.org/congress/v1/members/A000109.json,False,,,,1943-12-02,4,,,,,Wayne,0804,,300003,15801,A000109,,False,Allard,,A.,34,2.54,ocd-division/country:us/state:co/cd:4,,R,,,6,Rep.,CO,Representative,0,1340,,,90.35,,,104
https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,,,,,Robert,3401,,400008,29132,A000210,,False,Andrews,,E.,90,6.72,ocd-division/country:us/state:nj/cd:1,,D,,,8,Rep.,NJ,Representative,0,1340,RepAndrews,http://andrews.house.gov/,75.2,,,104
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,1928-03-22,7,,,,,Bill,4807,,400567,13002,A000215,,False,Archer,,,35,2.61,ocd-division/country:us/state:tx/cd:7,,R,,,26,Rep.,TX,Representative,0,1340,,,93.33,,,104
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,1940-07-07,26,,,,,Richard,4826,,400551,15200,A000217,,False,Armey,,K.,27,2.01,ocd-division/country:us/state:tx/cd:26,,R,,,12,Rep.,TX,Representative,0,1340,,,93.3,,,104
https://api.propublica.org/congress/v1/members/B000013.json,False,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,,,26,1.94,ocd-division/country:us/state:al/cd:6,,R,,,4,Rep.,AL,Representative,1,1340,BachusAL06,http://bachus.house.gov,92.77,,congressmanbachus,104
https://api.propublica.org/congress/v1/members/B000028.json,False,,,,1941-07-09,6,,,,,Scotty,2106,,401033,29353,B000028,,False,Baesler,,,26,1.94,ocd-division/country:us/state:ky/cd:6,,D,,,4,Rep.,KY,Representative,0,1340,,,70.32,,,104
https://api.propublica.org/congress/v1/members/B000078.json,False,,,,1940-06-14,10,,,,,Bill,0610,,401081,29310,B000078,,False,Baker,,,18,1.34,ocd-division/country:us/state:ca/cd:10,,R,,,4,Rep.,CA,Representative,0,1340,,,92.51,,,104
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,1948-05-22,6,,,,,Richard,2206,,400012,15400,B000072,,False,Baker,,Hugh,83,6.19,ocd-division/country:us/state:la/cd:6,,R,,,10,Rep.,LA,Representative,0,1340,,,93.32,,,104
https://api.propublica.org/congress/v1/members/B000081.json,False,,,,1955-01-30,2,,,,,John,2302,,400525,29528,B000081,,False,Baldacci,,,19,1.42,ocd-division/country:us/state:me/cd:2,,D,,,2,Rep.,ME,Representative,0,1340,,,85.84,,,104
https://api.propublica.org/congress/v1/members/B000104.json,False,,,,1926-12-06,10,,,,,Cass,3710,,400015,15401,B000104,,False,Ballenger,,,18,1.34,ocd-division/country:us/state:nc/cd:10,,R,,,12,Rep.,NC,Representative,0,1340,,,93.34,,,104
https://api.propublica.org/congress/v1/members/B000134.json,False,,,,1952-02-25,5,,,,,James,2605,,400526,29363,B000134,,False,Barcia,,A.,19,1.42,ocd-division/country:us/state:mi/cd:5,,D,,,4,Rep.,MI,Representative,0,1340,,,74.56,,,104
https://api.propublica.org/congress/v1/members/B000169.json,False,,,,1948-11-05,7,,,,,Bob,1307,,400514,29511,B000169,,False,Barr,,,22,1.64,ocd-division/country:us/state:ga/cd:7,,R,,,2,Rep.,GA,Representative,2,1340,,,92.94,,,104
https://api.propublica.org/congress/v1/members/B000179.json,False,,,,1929-02-09,3,,,,,Bill,3103,,400568,15805,B000179,,False,Barrett,,,8,0.6,ocd-division/country:us/state:ne/cd:3,,R,,,6,Rep.,NE,Representative,0,1340,,,92.79,,,104
https://api.propublica.org/congress/v1/members/B000177.json,False,,,,1953-12-08,5,,,,,Thomas,5505,,400553,39315,B000177,,False,Barrett,,M.,10,0.75,ocd-division/country:us/state:wi/cd:5,,D,,,4,Rep.,WI,Representative,1,1340,,,83.31,,,104
https://api.propublica.org/congress/v1/members/B000208.json,False,,,27026,1926-06-03,6,,,,,Roscoe,2406,/m/025k82,400017,29356,B000208,,False,Bartlett,,G.,14,1.04,ocd-division/country:us/state:md/cd:6,,R,,,4,Rep.,MD,Representative,1,1340,,,93.59,,RepRoscoeBartlett,104
https://api.propublica.org/congress/v1/members/B000213.json,False,,N00005656,5248,1949-09-15,6,,RepJoeBarton,,,Joe,4806,/m/03rspq,400018,15085,B000213,,False,Barton,,L.,54,4.03,ocd-division/country:us/state:tx/cd:6,,R,,,12,Rep.,TX,Representative,0,1340,RepJoeBarton,https://joebarton.house.gov/,90.2,27082,repjoebarton,104
https://api.propublica.org/congress/v1/members/B000220.json,False,,,37079,1952-01-08,2,,,,,Charles,3302,/m/02vypx,400019,29538,B000220,,False,Bass,,F.,13,0.97,ocd-division/country:us/state:nh/cd:2,,R,,,2,Rep.,NH,Representative,0,1340,RepCharlesBass,,89.9,,,104
https://api.propublica.org/congress/v1/members/B000229.json,False,,,,1928-08-07,1,,,,,Herbert,5101,,400569,15002,B000229,,False,Bateman,,H.,131,9.78,ocd-division/country:us/state:va/cd:1,,R,,,14,Rep.,VA,Representative,6,1340,,,89.99,,,104
https://api.propublica.org/congress/v1/members/B000287.json,False,,,26567,1958-01-26,30,,XavierBecerra,,,Xavier,0630,/m/024trk,400021,29316,B000287,,False,Becerra,,,167,12.46,ocd-division/country:us/state:ca/cd:30,,D,,https://becerra.house.gov/rss/press-releases.xml,4,Rep.,CA,Representative,6,1340,RepBecerra,http://becerra.house.gov,85.59,,XavierBecerra,104
https://api.propublica.org/congress/v1/members/B000318.json,False,,,,1932-10-26,24,,,,,Anthony,0624,,401310,14405,B000318,,False,Beilenson,,C.,20,1.49,ocd-division/country:us/state:ca/cd:24,,D,,,20,Rep.,CA,Representative,1,1340,,,85.23,,,104
