api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000355.json,,,,1952-06-12,,,,,Spencer,,400555,49500,A000355,,False,Abraham,,S238,,0,0.0,2000,ocd-division/country:us/state:mi,,R,,,1,3,Sen.,MI,,"Senator, 1st Class",0,612,,,91.99,,,105
https://api.propublica.org/congress/v1/members/A000069.json,,,8704,1924-09-11,,,,,Daniel,/m/01rbrq,300001,14400,A000069,,False,Akaka,,S213,K.,27,4.41,2000,ocd-division/country:us/state:hi,,D,,,1,7,Sen.,HI,,"Senator, 1st Class",0,612,SenatorAkaka,,94.19,,senatorakaka,105
https://api.propublica.org/congress/v1/members/A000109.json,,,,1943-12-02,,,,,Wayne,,300003,15801,A000109,,False,Allard,,S250,A.,1,0.16,2002,ocd-division/country:us/state:co,,R,,,2,1,Sen.,CO,,"Senator, 2nd Class",0,612,,,90.34,,,105
https://api.propublica.org/congress/v1/members/A000356.json,,,,1942-05-09,,,,,John,,400556,49501,A000356,,False,Ashcroft,,S239,,3,0.49,2000,ocd-division/country:us/state:mo,,R,,,1,3,Sen.,MO,,"Senator, 1st Class",0,612,,,87.85,,,105
https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,/m/01rcm2,300005,14203,B000243,,False,Baucus,,S127,,18,2.94,2002,ocd-division/country:us/state:mt,,D,,,2,19,Sen.,MT,,"Senator, 2nd Class",1,612,,http://www.baucus.senate.gov,85.52,,SenatorBaucus,105
https://api.propublica.org/congress/v1/members/B000382.json,,,25708,1933-09-18,,,,,Robert,/m/01xtg9,300007,49307,B000382,,False,Bennett,,S231,F.,27,4.41,1998,ocd-division/country:us/state:ut,,R,,,3,5,Sen.,UT,,"Senator, 3rd Class",0,612,,,89.74,,SenatorBennett,105
https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,,300008,14101,B000444,,False,Biden Jr.,,S010,R.,25,4.08,2002,ocd-division/country:us/state:de,,D,,,2,25,Sen.,DE,,"Senator, 2nd Class",0,612,,,87.22,,,105
https://api.propublica.org/congress/v1/members/B000468.json,,,590,1943-10-03,,,,,Jeff,/m/01xck2,300009,15101,B000468,,False,Bingaman,,S167,,28,4.58,2000,ocd-division/country:us/state:nm,,D,,,1,15,Sen.,NM,,"Senator, 1st Class",0,612,jeffbingaman,,88.53,,SenJeffBingaman,105
https://api.propublica.org/congress/v1/members/B000611.json,,,2360,1939-03-06,,,,,Christopher,/m/01_6h2,300010,15500,B000611,,False,Bond,,S200,S.,9,1.47,1998,ocd-division/country:us/state:mo,,R,,,3,11,Sen.,MO,,"Senator, 3rd Class",0,612,,,90.71,,CSBondMO,105
https://api.propublica.org/congress/v1/members/B000711.json,,,2470,1940-11-11,,senatorboxer,,,Barbara,/m/01c1n5,300011,15011,B000711,,False,Boxer,,S223,,10,1.63,1998,ocd-division/country:us/state:ca,,D,,https://www.boxer.senate.gov/rss/?p=release,3,5,Sen.,CA,,"Senator, 3rd Class",4,612,SenatorBoxer,https://www.boxer.senate.gov,90.53,,SenatorBoxer,105
