api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000010.json,,,,1888-07-10,,,,,Hazel,,400673,9,A000010,,False,Abel,,,Hempel,,ocd-division/country:us/state:ne,,R,,,2,1,Sen.,NE,,"Senator, 2nd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/A000062.json,,,,1892-08-20,,,,,George,,400722,52,A000062,,False,Aiken,,,David,,ocd-division/country:us/state:vt,,R,,,3,13,Sen.,VT,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/A000186.json,,,,1895-10-23,,,,,Clinton,,400841,165,A000186,,False,Anderson,,,Presba,,ocd-division/country:us/state:nm,,D,,,2,5,Sen.,NM,,"Senator, 2nd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000176.json,,,,1892-11-10,,,,,Frank,,401177,464,B000176,,False,Barrett,,,Aloysius,,ocd-division/country:us/state:wy,,R,,,1,1,Sen.,WY,,"Senator, 1st Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000271.json,,,,1894-06-05,,,,,James,,401265,546,B000271,,False,Beall,,,Glenn,,ocd-division/country:us/state:md,,R,,,1,1,Sen.,MD,,"Senator, 1st Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000356.json,,,,1896-09-29,,,,,George,,401348,621,B000356,,False,Bender,,,Harrison,,ocd-division/country:us/state:oh,,R,,,3,1,Sen.,OH,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000384.json,,,,1898-11-13,,,,,Wallace,,401375,645,B000384,,False,Bennett,,,Foster,,ocd-division/country:us/state:ut,,R,,,3,3,Sen.,UT,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000436.json,,,,1909-11-20,,,,,Alan,,401422,688,B000436,,False,Bible,,,Harvey,,ocd-division/country:us/state:nv,,D,,,3,1,Sen.,NV,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000709.json,,,,1892-01-09,,,,,Eva,,401671,923,B000709,,False,Bowring,,,Kelly,,ocd-division/country:us/state:ne,,R,,,2,1,Sen.,NE,,"Senator, 2nd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000820.json,,,,,,,,,John,,401777,1024,B000820,,False,Bricker,,,William,,ocd-division/country:us/state:oh,,R,,,1,7,Sen.,OH,,"Senator, 1st Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000823.json,,,,1898-09-09,,,,,Henry,,401780,1027,B000823,,False,Bridges,,,Styles,,ocd-division/country:us/state:nh,,R,,,2,17,Sen.,NH,,"Senator, 2nd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B000913.json,,,,1903-09-25,,,,,Ernest,,401869,1106,B000913,,False,Brown,,,S.,,ocd-division/country:us/state:nv,,R,,,3,1,Sen.,NV,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B001099.json,,,,1898-10-30,,,,,Thomas,,402044,1272,B001099,,False,Burke,,,A.,,ocd-division/country:us/state:oh,,D,,,3,1,Sen.,OH,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B001167.json,,,,1895-05-15,,,,,Prescott,,402109,1329,B001167,,False,Bush,,,Sheldon,,ocd-division/country:us/state:ct,,R,,,3,1,Sen.,CT,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B001180.json,,,,1897-07-21,,,,,John,,402122,1341,B001180,,False,Butler,,,Marshall,,ocd-division/country:us/state:md,,R,,,3,3,Sen.,MD,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B001177.json,,,,,,,,,Hugh,,402119,1338,B001177,,False,Butler,,,Alfred,,ocd-division/country:us/state:ne,,R,,,1,13,Sen.,NE,,"Senator, 1st Class",,,,,,,83
https://api.propublica.org/congress/v1/members/B001208.json,,,,1887-06-10,,,,,Harry,,402148,1365,B001208,,False,Byrd,,,Flood,,ocd-division/country:us/state:va,,D,,,1,20,Sen.,VA,,"Senator, 1st Class",,,,,,,83
https://api.propublica.org/congress/v1/members/C000128.json,,,,1897-06-06,,,,,Homer,,402278,1489,C000128,,False,Capehart,,,Earl,,ocd-division/country:us/state:in,,R,,,3,9,Sen.,IN,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/C000154.json,,,,1893-01-23,,,,,Frank,,402303,1510,C000154,,False,Carlson,,,,,ocd-division/country:us/state:ks,,R,,,3,3,Sen.,KS,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/C000221.json,,,,1896-12-09,,,,,Francis,,402367,1570,C000221,,False,Case,,,Higbee,,ocd-division/country:us/state:sd,,R,,,3,3,Sen.,SD,,"Senator, 3rd Class",,,,,,,83
https://api.propublica.org/congress/v1/members/C000338.json,,,,1888-04-08,,,,,Dennis,,402478,1678,C000338,,False,Chavez,,,,,ocd-division/country:us/state:nm,,D,,,1,18,Sen.,NM,,"Senator, 1st Class",,,,,,,83
