api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000062.json,,,,1892-08-20,,,,,George,,400722,52,A000062,,False,Aiken,,,David,,ocd-division/country:us/state:vt,,R,,,3,11,Sen.,VT,,"Senator, 3rd Class",,,,,,,82
https://api.propublica.org/congress/v1/members/A000186.json,,,,1895-10-23,,,,,Clinton,,400841,165,A000186,,False,Anderson,,,Presba,,ocd-division/country:us/state:nm,,D,,,2,3,Sen.,NM,,"Senator, 2nd Class",,,,,,,82
https://api.propublica.org/congress/v1/members/B000384.json,,,,1898-11-13,,,,,Wallace,,401375,645,B000384,,False,Bennett,,,Foster,,ocd-division/country:us/state:ut,,R,,,3,1,Sen.,UT,,"Senator, 3rd Class",,,,,,,82
https://api.propublica.org/congress/v1/members/B000399.json,,,,1900-04-01,,,,,William,,401390,659,B000399,,False,Benton,,,,,ocd-division/country:us/state:ct,,D,,,1,2,Sen.,CT,,"Senator, 1st Class",,,,,,,82
https://api.propublica.org/congress/v1/members/B000816.json,,,,1888-02-22,,,,,Ralph,,401773,1021,B000816,,False,Brewster,,,Owen,,ocd-division/country:us/state:me,,R,,,1,11,Sen.,ME,,"Senator, 1st Class",,,,,,,82
https://api.propublica.org/congress/v1/members/B000820.json,,,,,,,,,John,,401777,1024,B000820,,False,Bricker,,,William,,ocd-division/country:us/state:oh,,R,,,1,5,Sen.,OH,,"Senator, 1st Class",,,,,,,82
https://api.propublica.org/congress/v1/members/B000823.json,,,,1898-09-09,,,,,Henry,,401780,1027,B000823,,False,Bridges,,,Styles,,ocd-division/country:us/state:nh,,R,,,2,16,Sen.,NH,,"Senator, 2nd Class",,,,,,,82
https://api.propublica.org/congress/v1/members/B001167.json,,,,1895-05-15,,,,,Prescott,,402109,1329,B001167,,False,Bush,,,Sheldon,,ocd-division/country:us/state:ct,,R,,,3,1,Sen.,CT,,"Senator, 3rd Class",,,,,,,82
https://api.propublica.org/congress/v1/members/B001177.json,,,,,,,,,Hugh,,402119,1338,B001177,,False,Butler,,,Alfred,,ocd-division/country:us/state:ne,,R,,,1,11,Sen.,NE,,"Senator, 1st Class",,,,,,,82
https://api.propublica.org/congress/v1/members/B001180.json,,,,1897-07-21,,,,,John,,402122,1341,B001180,,False,Butler,,,Marshall,,ocd-division/country:us/state:md,,R,,,3,1,Sen.,MD,,"Senator, 3rd Class",,,,,,,82
