amendment,bill,chamber,congress,date,description,member_id,position,question,result,roll_call,session,time,total,vote_uri,bill_id,sponsor_id,bill_uri
{},"{u'title': u'Congratulating the National Football League Champion New Orleans Saints for winning Super Bowl XLIV and for bringing New Orleans its first Lombardi Trophy in franchise history.', u'number': u'H RES 1079', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres1079.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'C001079', u'bill_id': u'hres1079-111'}",House,111,2010-03-04,Congratulating the National Football League Champion New Orleans Saints for winning Super Bowl XLIV and for bringing New Orleans its first Lombardi Trophy in franchise history,M001173,Not Voting,"On Motion to Suspend the Rules and Agree, as Amended",Passed,91,2,15:39:00,"{u'not_voting': 53, u'yes': 375, u'present': 3, u'no': 1}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/91.json,hres1079,C001079,https://api.propublica.org/congress/v1/111/bills/hres1079.json
{},"{u'title': u'Hiring Incentives to Restore Employment Act', u'number': u'H R 2847', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr2847.json', u'latest_action': u'Became Public Law No: 111-147', u'sponsor_id': u'M000844', u'bill_id': u'hr2847-111'}",House,111,2010-03-04,"Resolved, That the House agree to the amendment of the Senate to the bill ",M001173,Not Voting,Concurring with an Amendment to the Senate Amendment,Passed,90,2,15:30:00,"{u'not_voting': 14, u'yes': 217, u'present': 0, u'no': 201}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/90.json,hr2847,M000844,https://api.propublica.org/congress/v1/111/bills/hr2847.json
{},"{u'title': u'Expressing the support of the House of Representatives for the goals and ideals of the National School Lunch Program.', u'number': u'H RES 362', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres362.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'W000794', u'bill_id': u'hres362-111'}",House,111,2010-03-04,Expressing the support of the House of Representatives for the goals and ideals of the National School Lunch Program,M001173,Not Voting,"On Motion to Suspend the Rules and Agree, as Amended",Passed,89,2,13:44:00,"{u'not_voting': 15, u'yes': 403, u'present': 0, u'no': 13}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/89.json,hres362,W000794,https://api.propublica.org/congress/v1/111/bills/hres362.json
{},"{u'title': u'Providing for consideration of the Senate amendment to the bill (H.R. 2847) making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2010, and for other purposes.', u'number': u'H RES 1137', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres1137.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'M001163', u'bill_id': u'hres1137-111'}",House,111,2010-03-04,"Providing for consideration of the Senate amendment to H.R. 2847, making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September ...",M001173,Not Voting,On Agreeing to the Resolution,Passed,88,2,13:34:00,"{u'not_voting': 11, u'yes': 212, u'present': 0, u'no': 209}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/88.json,hres1137,M001163,https://api.propublica.org/congress/v1/111/bills/hres1137.json
{},"{u'title': u'Providing for consideration of the Senate amendment to the bill (H.R. 2847) making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September 30, 2010, and for other purposes.', u'number': u'H RES 1137', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres1137.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'M001163', u'bill_id': u'hres1137-111'}",House,111,2010-03-04,"Providing for consideration of the Senate amendment to H.R. 2847, making appropriations for the Departments of Commerce and Justice, and Science, and Related Agencies for the fiscal year ending September ...",M001173,Not Voting,On Ordering the Previous Question,Passed,87,2,13:24:00,"{u'not_voting': 11, u'yes': 236, u'present': 0, u'no': 184}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/87.json,hres1137,M001163,https://api.propublica.org/congress/v1/111/bills/hres1137.json
{},"{u'title': u'Designating March 2, 2010, as &quot;Read Across America Day&quot;.', u'number': u'H RES 1111', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres1111.json', u'latest_action': u'Referred to the Subcommittee on Early Childhood, Elementary, and Secondary Education.', u'sponsor_id': u'M001172', u'bill_id': u'hres1111-111'}",House,111,2010-03-04,"Whereas reading is a basic requirement for quality education and professional success, and is a source of pleasure throughout life; ",M001173,Not Voting,On Motion to Suspend the Rules and Agree,Passed,86,2,11:49:00,"{u'not_voting': 17, u'yes': 414, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/86.json,hres1111,M001172,https://api.propublica.org/congress/v1/111/bills/hres1111.json
{},"{u'title': u'Recognizing the importance and significance of the 2010 Census and encouraging each community within the Indian Country to name an elder to be the first member of that community to answer the 2010 Census.', u'number': u'H RES 1086', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres1086.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'B001234', u'bill_id': u'hres1086-111'}",House,111,2010-03-04,Recognizing the importance and significance of the 2010 Census and encouraging each community within the Indian Country to name an elder to be the first member of that community to ...,M001173,Not Voting,On Motion to Suspend the Rules and Agree,Passed,85,2,11:38:00,"{u'not_voting': 14, u'yes': 415, u'present': 1, u'no': 1}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/85.json,hres1086,B001234,https://api.propublica.org/congress/v1/111/bills/hres1086.json
{},"{u'title': u'Expressing the appreciation of Congress for the service and sacrifice of the members of the 139th Airlift Wing, Air National Guard.', u'number': u'H RES 699', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres699.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'G000546', u'bill_id': u'hres699-111'}",House,111,2010-03-04,"Expressing the appreciation of Congress for the service and sacrifice of the members of the 139th Airlift Wing, Air National Guard",M001173,Not Voting,"On Motion to Suspend the Rules and Agree, as Amended",Passed,84,2,11:18:00,"{u'not_voting': 10, u'yes': 421, u'present': 0, u'no': 0}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/84.json,hres699,G000546,https://api.propublica.org/congress/v1/111/bills/hres699.json
{},"{u'title': u'Expressing concern regarding the suicide plane attack on Internal Revenue Service employees in Austin, Texas.', u'number': u'H RES 1127', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hres1127.json', u'latest_action': u'Motion to reconsider laid on the table Agreed to without objection.', u'sponsor_id': u'D000399', u'bill_id': u'hres1127-111'}",House,111,2010-03-03,"Expressing concern regarding the suicide plane attack on Internal Revenue Service employees in Austin, Texas",M001173,Not Voting,On Motion to Suspend the Rules and Agree,Passed,83,2,16:40:00,"{u'not_voting': 21, u'yes': 408, u'present': 0, u'no': 2}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/83.json,hres1127,D000399,https://api.propublica.org/congress/v1/111/bills/hres1127.json
{},"{u'title': u'Keeping All Students Safe Act', u'number': u'H R 4247', u'bill_uri': u'https://api.propublica.org/congress/v1/111/bills/hr4247.json', u'latest_action': u'Referred to Senate committee. Status: Received in the Senate and Read twice and referred to the Committee on Health, Education, Labor, and Pensions.', u'sponsor_id': u'M000725', u'bill_id': u'hr4247-111'}",House,111,2010-03-03,Keeping All Students Safe Act ,M001173,Not Voting,On Passage,Passed,82,2,16:32:00,"{u'not_voting': 16, u'yes': 262, u'present': 0, u'no': 153}",https://api.propublica.org/congress/v1/111/house/sessions/2/votes/82.json,hr4247,M000725,https://api.propublica.org/congress/v1/111/bills/hr4247.json
