api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,ocd_id,office,party,phone,rss_url,seniority,short_title,state,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000014.json,False,,,,1938-06-26,1,,,,,Neil,1501,/m/0255rj,400001,15244,A000014,,False,Abercrombie,,,57,5.08,ocd-division/country:us/state:hi/cd:1,,D,,,6,Rep.,HI,Representative,0,1122,neilabercrombie,,85.63,,hawaiirep1,103
https://api.propublica.org/congress/v1/members/A000022.json,False,,,1002061,1942-11-19,5,,,,,Gary,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,,L.,80,7.13,ocd-division/country:us/state:ny/cd:5,,D,,,12,Rep.,NY,Representative,0,1122,repgaryackerman,,89.44,,RepAckerman,103
https://api.propublica.org/congress/v1/members/A000109.json,False,,,,1943-12-02,4,,,,,Wayne,0804,,300003,15801,A000109,,False,Allard,,A.,6,0.53,ocd-division/country:us/state:co/cd:4,,R,,,4,Rep.,CO,Representative,0,1122,,,84.14,,,103
https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,,,,,Robert,3401,,400008,29132,A000210,,False,Andrews,,E.,50,4.46,ocd-division/country:us/state:nj/cd:1,,D,,,6,Rep.,NJ,Representative,0,1122,RepAndrews,http://andrews.house.gov/,78.92,,,103
https://api.propublica.org/congress/v1/members/A000209.json,False,,,,1944-02-07,25,,,,,Michael,4825,,400882,15000,A000209,,False,Andrews,,,99,8.82,ocd-division/country:us/state:tx/cd:25,,D,,,12,Rep.,TX,Representative,0,1122,,,81.04,,,103
https://api.propublica.org/congress/v1/members/A000211.json,False,,,,1953-03-22,1,,,,,Thomas,2301,,400885,15803,A000211,,False,Andrews,,H.,22,1.96,ocd-division/country:us/state:me/cd:1,,D,,,4,Rep.,ME,Representative,0,1122,,,88.36,,,103
https://api.propublica.org/congress/v1/members/A000214.json,False,,,,1928-03-27,18,,,,,Douglas,3918,,400906,14402,A000214,,False,Applegate,,,70,6.24,ocd-division/country:us/state:oh/cd:18,,D,,,18,Rep.,OH,Representative,1,1122,,,79.75,,,103
https://api.propublica.org/congress/v1/members/A000215.json,False,,,,1928-03-22,7,,,,,Bill,4807,,400567,13002,A000215,,False,Archer,,,27,2.41,ocd-division/country:us/state:tx/cd:7,,R,,,24,Rep.,TX,Representative,0,1122,,,83.47,,,103
https://api.propublica.org/congress/v1/members/A000217.json,False,,,,1940-07-07,26,,,,,Richard,4826,,400551,15200,A000217,,False,Armey,,K.,28,2.5,ocd-division/country:us/state:tx/cd:26,,R,,,10,Rep.,TX,Representative,0,1122,,,85.47,,,103
https://api.propublica.org/congress/v1/members/A000224.json,False,,,,1938-07-21,1,,,,,Leslie,5501,,400967,13003,A000224,,False,Aspin,,,0,0.0,ocd-division/country:us/state:wi/cd:1,,D,,,24,Rep.,WI,Representative,0,0,,,0.0,,,103
https://api.propublica.org/congress/v1/members/B000008.json,False,,,,1949-06-21,15,,,,,Jim,1215,,401014,15804,B000008,,False,Bacchus,,,61,5.44,ocd-division/country:us/state:fl/cd:15,,D,,,4,Rep.,FL,Representative,0,1122,,,85.58,,,103
https://api.propublica.org/congress/v1/members/B000013.json,False,,,26397,1947-12-28,6,,SpencerBachus,,,Spencer,0106,/m/024p0v,400010,29301,B000013,,False,Bachus,,,25,2.23,ocd-division/country:us/state:al/cd:6,,R,,,2,Rep.,AL,Representative,0,1122,BachusAL06,http://bachus.house.gov,88.33,,congressmanbachus,103
https://api.propublica.org/congress/v1/members/B000028.json,False,,,,1941-07-09,6,,,,,Scotty,2106,,401033,29353,B000028,,False,Baesler,,,19,1.69,ocd-division/country:us/state:ky/cd:6,,D,,,2,Rep.,KY,Representative,0,1122,,,84.86,,,103
https://api.propublica.org/congress/v1/members/B000072.json,False,,,,1948-05-22,6,,,,,Richard,2206,,400012,15400,B000072,,False,Baker,,Hugh,64,5.7,ocd-division/country:us/state:la/cd:6,,R,,,8,Rep.,LA,Representative,0,1122,,,88.66,,,103
https://api.propublica.org/congress/v1/members/B000078.json,False,,,,1940-06-14,10,,,,,Bill,0610,,401081,29310,B000078,,False,Baker,,,20,1.78,ocd-division/country:us/state:ca/cd:10,,R,,,2,Rep.,CA,Representative,1,1122,,,89.38,,,103
https://api.propublica.org/congress/v1/members/B000104.json,False,,,,1926-12-06,10,,,,,Cass,3710,,400015,15401,B000104,,False,Ballenger,,,24,2.15,ocd-division/country:us/state:nc/cd:10,,R,,,10,Rep.,NC,Representative,0,1115,,,87.63,,,103
https://api.propublica.org/congress/v1/members/B001226.json,False,,,,1955-08-07,1,,,,,Peter,5501,,401134,39314,B001226,,False,Barca,,,3,0.33,ocd-division/country:us/state:wi/cd:1,,D,,,2,Rep.,WI,Representative,0,922,,,81.72,,,103
https://api.propublica.org/congress/v1/members/B000134.json,False,,,,1952-02-25,5,,,,,James,2605,,400526,29363,B000134,,False,Barcia,,A.,26,2.32,ocd-division/country:us/state:mi/cd:5,,D,,,2,Rep.,MI,Representative,0,1122,,,78.01,,,103
https://api.propublica.org/congress/v1/members/B000151.json,False,,,,1940-08-07,1,,,,,Tom,2101,,401153,29351,B000151,,False,Barlow,,,38,3.39,ocd-division/country:us/state:ky/cd:1,,D,,,2,Rep.,KY,Representative,0,1122,,,87.64,,,103
https://api.propublica.org/congress/v1/members/B000177.json,False,,,,1953-12-08,5,,,,,Thomas,5505,,400553,39315,B000177,,False,Barrett,,M.,13,1.16,ocd-division/country:us/state:wi/cd:5,,D,,,2,Rep.,WI,Representative,0,1122,,,87.29,,,103
https://api.propublica.org/congress/v1/members/B000179.json,False,,,,1929-02-09,3,,,,,Bill,3103,,400568,15805,B000179,,False,Barrett,,,6,0.53,ocd-division/country:us/state:ne/cd:3,,R,,,4,Rep.,NE,Representative,1,1122,,,88.08,,,103
https://api.propublica.org/congress/v1/members/B000208.json,False,,,27026,1926-06-03,6,,,,,Roscoe,2406,/m/025k82,400017,29356,B000208,,False,Bartlett,,G.,10,0.89,ocd-division/country:us/state:md/cd:6,,R,,,2,Rep.,MD,Representative,0,1122,,,89.57,,RepRoscoeBartlett,103
https://api.propublica.org/congress/v1/members/B000213.json,False,,N00005656,5248,1949-09-15,6,,RepJoeBarton,,,Joe,4806,/m/03rspq,400018,15085,B000213,,False,Barton,,L.,123,10.96,ocd-division/country:us/state:tx/cd:6,,R,,,10,Rep.,TX,Representative,0,1122,RepJoeBarton,https://joebarton.house.gov/,83.88,27082,repjoebarton,103
https://api.propublica.org/congress/v1/members/B000229.json,False,,,,1928-08-07,1,,,,,Herbert,5101,,400569,15002,B000229,,False,Bateman,,H.,58,5.17,ocd-division/country:us/state:va/cd:1,,R,,,12,Rep.,VA,Representative,0,1122,,,76.6,,,103
