api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000062.json,,,,1892-08-20,,,,,George,,400722,52,A000062,,False,Aiken,,,David,,ocd-division/country:us/state:vt,,R,,,3,9,Sen.,VT,,"Senator, 3rd Class",,,,,,,81
https://api.propublica.org/congress/v1/members/A000186.json,,,,1895-10-23,,,,,Clinton,,400841,165,A000186,,False,Anderson,,,Presba,,ocd-division/country:us/state:nm,,D,,,2,1,Sen.,NM,,"Senator, 2nd Class",,,,,,,81
https://api.propublica.org/congress/v1/members/B000095.json,,,,1893-08-31,,,,,Raymond,,401097,390,B000095,,False,Baldwin,,,Earl,,ocd-division/country:us/state:ct,,R,,,1,3,Sen.,CT,,"Senator, 1st Class",,,,,,,81
https://api.propublica.org/congress/v1/members/B000145.json,,,,1877-11-24,,,,,Alben,,401146,437,B000145,,False,Barkley,,,William,,ocd-division/country:us/state:ky,,D,,,3,22,Sen.,KY,,"Senator, 3rd Class",,,,,,,81
https://api.propublica.org/congress/v1/members/B000399.json,,,,1900-04-01,,,,,William,,401390,659,B000399,,False,Benton,,,,,ocd-division/country:us/state:ct,,D,,,1,1,Sen.,CT,,"Senator, 1st Class",,,,,,,81
https://api.propublica.org/congress/v1/members/B000816.json,,,,1888-02-22,,,,,Ralph,,401773,1021,B000816,,False,Brewster,,,Owen,,ocd-division/country:us/state:me,,R,,,1,9,Sen.,ME,,"Senator, 1st Class",,,,,,,81
https://api.propublica.org/congress/v1/members/B000820.json,,,,,,,,,John,,401777,1024,B000820,,False,Bricker,,,William,,ocd-division/country:us/state:oh,,R,,,1,3,Sen.,OH,,"Senator, 1st Class",,,,,,,81
https://api.propublica.org/congress/v1/members/B000823.json,,,,1898-09-09,,,,,Henry,,401780,1027,B000823,,False,Bridges,,,Styles,,ocd-division/country:us/state:nh,,R,,,2,13,Sen.,NH,,"Senator, 2nd Class",,,,,,,81
https://api.propublica.org/congress/v1/members/B000894.json,,,,1888-11-17,,,,,Joseph,,401851,1090,B000894,,False,Broughton,,,Melville,,ocd-division/country:us/state:nc,,D,,,2,1,Sen.,NC,,"Senator, 2nd Class",,,,,,,81
https://api.propublica.org/congress/v1/members/B001177.json,,,,,,,,,Hugh,,402119,1338,B001177,,False,Butler,,,Alfred,,ocd-division/country:us/state:ne,,R,,,1,9,Sen.,NE,,"Senator, 1st Class",,,,,,,81
