api_uri,contact_form,crp_id,cspan_id,date_of_birth,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,lis_id,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,senate_class,seniority,short_title,state,state_rank,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000069.json,,,8704,1924-09-11,,,,,Daniel,/m/01rbrq,300001,14400,A000069,,False,Akaka,,S213,K.,41,6.48,2006,ocd-division/country:us/state:hi,,D,,,1,11,Sen.,HI,,"Senator, 1st Class",1,633,SenatorAkaka,,93.92,,senatorakaka,107
https://api.propublica.org/congress/v1/members/A000109.json,,,,1943-12-02,,,,,Wayne,,300003,15801,A000109,,False,Allard,,S250,A.,7,1.11,2002,ocd-division/country:us/state:co,,R,,,2,5,Sen.,CO,,"Senator, 2nd Class",0,633,,,92.65,,,107
https://api.propublica.org/congress/v1/members/A000121.json,,,,1952-03-08,,,,,George,,300004,15847,A000121,,False,Allen,,S274,Felix,5,0.79,2006,ocd-division/country:us/state:va,,R,,,1,1,Sen.,VA,,"Senator, 1st Class",0,633,,,92.52,,,107
https://api.propublica.org/congress/v1/members/B001237.json,,,,1950-08-31,,,,,Dean,,401147,40106,B001237,,False,Barkley,,S285,,0,0.0,2006,ocd-division/country:us/state:mn,,I,,,1,1,Sen.,MN,,"Senator, 2nd Class",0,14,,,64.29,,,107
https://api.propublica.org/congress/v1/members/B000243.json,,,1727,1941-12-11,,,,,Max,/m/01rcm2,300005,14203,B000243,,False,Baucus,,S127,,14,2.21,2002,ocd-division/country:us/state:mt,,D,,,2,23,Sen.,MT,,"Senator, 2nd Class",0,633,,http://www.baucus.senate.gov,79.81,,SenatorBaucus,107
https://api.propublica.org/congress/v1/members/B001233.json,,,,1955-12-26,,,,,Evan,/m/01rcnr,300006,49901,B001233,,False,Bayh,,S264,,1,0.16,2004,ocd-division/country:us/state:in,,D,,,3,3,Sen.,IN,,"Senator, 3rd Class",0,633,,,85.44,,SenEvanBayh,107
https://api.propublica.org/congress/v1/members/B000382.json,,,25708,1933-09-18,,,,,Robert,/m/01xtg9,300007,49307,B000382,,False,Bennett,,S231,F.,20,3.16,2004,ocd-division/country:us/state:ut,,R,,,3,9,Sen.,UT,,"Senator, 3rd Class",0,633,,,95.11,,SenatorBennett,107
https://api.propublica.org/congress/v1/members/B000444.json,,,34,1942-11-20,,,,,Joseph,,300008,14101,B000444,,False,Biden Jr.,,S010,R.,16,2.53,2002,ocd-division/country:us/state:de,,D,,,2,29,Sen.,DE,,"Senator, 2nd Class",0,633,,,92.54,,,107
https://api.propublica.org/congress/v1/members/B000468.json,,,590,1943-10-03,,,,,Jeff,/m/01xck2,300009,15101,B000468,,False,Bingaman,,S167,,14,2.21,2006,ocd-division/country:us/state:nm,,D,,,1,19,Sen.,NM,,"Senator, 1st Class",1,633,jeffbingaman,,89.98,,SenJeffBingaman,107
https://api.propublica.org/congress/v1/members/B000611.json,,,2360,1939-03-06,,,,,Christopher,/m/01_6h2,300010,15500,B000611,,False,Bond,,S200,S.,18,2.84,2004,ocd-division/country:us/state:mo,,R,,,3,15,Sen.,MO,,"Senator, 3rd Class",0,633,,,93.01,,CSBondMO,107
