api_uri,at_large,contact_form,crp_id,cspan_id,date_of_birth,district,dw_nominate,facebook_account,fax,fec_candidate_id,first_name,geoid,google_entity_id,govtrack_id,icpsr_id,id,ideal_point,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,rss_url,seniority,short_title,state,title,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account,session
https://api.propublica.org/congress/v1/members/A000022.json,False,,,1002061,1942-11-19,5,,,,,Gary,3605,/m/03rhdq,400003,15080,A000022,,False,Ackerman,,L.,143,8.9,2012,ocd-division/country:us/state:ny/cd:5,,D,,,30,Rep.,NY,Representative,3,1606,repgaryackerman,,93.1,,RepAckerman,112
https://api.propublica.org/congress/v1/members/A000366.json,False,,,,1956-12-14,24,,,,,Sandra,1224,,412414,,A000366,,False,Adams,,,0,0.0,,ocd-division/country:us/state:fl/cd:24,,R,,,2,Rep.,FL,Representative,0,1606,RepSandyAdams,,93.28,,,112
https://api.propublica.org/congress/v1/members/A000055.json,False,,N00003028,45516,1965-07-22,4,,RobertAderholt,,,Robert,0104,/m/024p03,400004,29701,A000055,,False,Aderholt,,B.,13,0.81,2012,ocd-division/country:us/state:al/cd:4,,R,,https://aderholt.house.gov/rss.xml,16,Rep.,AL,Representative,0,1606,Robert_Aderholt,https://aderholt.house.gov/,92.34,441,RobertAderholt,112
https://api.propublica.org/congress/v1/members/A000358.json,False,,,87412,1947-07-05,2,,,,,Todd,2902,/m/025xzm,400005,20123,A000358,,False,Akin,,,280,17.43,2012,ocd-division/country:us/state:mo/cd:2,,R,,,12,Rep.,MO,Representative,0,1606,reptoddakin,,95.55,,RepToddAkin,112
https://api.propublica.org/congress/v1/members/A000361.json,False,,,1004256,1946-12-05,5,,RepRodneyAlexander,,,Rodney,2205,/m/025jxc,400006,90327,A000361,,False,Alexander,,,42,2.62,2012,ocd-division/country:us/state:la/cd:5,,R,,,10,Rep.,LA,Representative,0,1606,USRepAlexander,,92.71,,RepRodneyMAlexander,112
https://api.propublica.org/congress/v1/members/A000362.json,False,,,1022872,1968-03-07,4,,,,,Jason,4204,/m/0dzy2v,412231,20743,A000362,,False,Altmire,,,11,0.68,2012,ocd-division/country:us/state:pa/cd:4,,D,,,6,Rep.,PA,Representative,0,1606,RepJasonAltmire,,63.45,,congressmanaltmire,112
https://api.propublica.org/congress/v1/members/A000367.json,False,,N00031938,1033767,1980-04-18,3,,repjustinamash,,,Justin,2603,/m/0c00p_n,412438,21143,A000367,,False,Amash,,,0,0.0,,ocd-division/country:us/state:mi/cd:3,,R,,https://amash.house.gov/rss.xml,2,Rep.,MI,Representative,41,1606,,https://amash.house.gov/,74.35,105566,repjustinamash,112
https://api.propublica.org/congress/v1/members/A000369.json,False,,N00031177,62817,1958-06-12,2,,MarkAmodeiNV2,,,Mark,3202,/m/03bzdkn,412500,21196,A000369,,False,Amodei,,,39,4.33,,ocd-division/country:us/state:nv/cd:2,,R,,https://amodei.house.gov/rss/news-releases.xml,2,Rep.,NV,Representative,0,900,MarkAmodeiNV2,https://amodei.house.gov/,95.59,12537,markamodeinv2,112
https://api.propublica.org/congress/v1/members/A000210.json,False,,,19670,1957-08-04,1,,,,,Robert,3401,,400008,29132,A000210,,False,Andrews,,E.,64,3.99,2012,ocd-division/country:us/state:nj/cd:1,,D,,,24,Rep.,NJ,Representative,1,1606,RepAndrews,http://andrews.house.gov/,91.25,,,112
https://api.propublica.org/congress/v1/members/A000365.json,False,,,1031355,1958-10-12,7,,,,,Steve,3907,,412265,,A000365,,False,Austria,,,77,4.79,2012,ocd-division/country:us/state:oh/cd:7,,R,,,4,Rep.,OH,Representative,0,1606,SteveAustria,,93.53,,CongressmanAustria,112
https://api.propublica.org/congress/v1/members/B001234.json,False,,,81682,1947-01-23,43,,,,,Joe,0643,/m/024xk0,400009,29942,B001234,,False,Baca,,,118,7.35,2012,ocd-division/country:us/state:ca/cd:43,,D,,,14,Rep.,CA,Representative,1,1606,,,91.13,,,112
